Date,Time,Transaction,Item
11/13/2016,1:37:07 PM,1254,Bread
11/13/2016,1:37:07 PM,1254,Brownie
11/13/2016,1:37:07 PM,1254,Muffin
11/13/2016,1:37:07 PM,1254,Bread
11/13/2016,1:37:07 PM,1254,My-5 Fruit Shoot
11/13/2016,1:39:25 PM,1255,Brownie
11/13/2016,1:39:25 PM,1255,Alfajores
11/13/2016,1:39:25 PM,1255,Coffee
11/13/2016,1:39:25 PM,1255,Bread
11/13/2016,1:50:52 PM,1256,Bread
11/13/2016,1:50:52 PM,1256,Jam
11/13/2016,1:50:52 PM,1256,Spread
11/13/2016,1:52:27 PM,1257,Brownie
11/13/2016,1:59:28 PM,1258,Coffee
11/13/2016,1:59:28 PM,1258,Hearty & Seasonal
11/13/2016,2:14:28 PM,1259,Bread
11/13/2016,2:14:28 PM,1259,Bread
11/13/2016,2:14:28 PM,1259,Keeping It Local
11/13/2016,2:14:28 PM,1259,NONE
11/13/2016,2:14:28 PM,1259,Hearty & Seasonal
11/13/2016,2:14:28 PM,1259,Tea
11/13/2016,2:28:42 PM,1260,Coffee
11/13/2016,2:28:42 PM,1260,Coke
11/13/2016,2:28:42 PM,1260,Mineral water
11/13/2016,2:28:42 PM,1260,Bread
11/13/2016,2:28:42 PM,1260,Brownie
11/13/2016,2:36:10 PM,1261,Muffin
11/13/2016,2:36:10 PM,1261,Coffee
11/13/2016,2:36:10 PM,1261,Tea
11/13/2016,2:39:17 PM,1262,Bread
11/13/2016,3:02:03 PM,1263,Bread
11/13/2016,3:12:01 PM,1264,Coffee
11/13/2016,3:12:01 PM,1264,Coffee
11/13/2016,3:12:01 PM,1264,Tea
11/13/2016,3:12:01 PM,1264,Frittata
11/13/2016,3:12:01 PM,1264,Keeping It Local
11/13/2016,3:12:01 PM,1264,Bread
11/13/2016,3:23:40 PM,1265,Cookies
11/13/2016,4:35:54 PM,1266,Bread
11/13/2016,4:35:54 PM,1266,Cake
11/13/2016,4:39:20 PM,1267,Coffee
11/13/2016,4:39:20 PM,1267,Coffee
11/13/2016,4:39:20 PM,1267,Fudge
11/13/2016,4:39:20 PM,1267,Bread
11/13/2016,4:41:30 PM,1268,Muffin
11/13/2016,4:45:17 PM,1269,Coffee
11/13/2016,4:45:17 PM,1269,Kids biscuit
11/13/2016,4:47:09 PM,1270,Juice
11/13/2016,4:47:09 PM,1270,Muffin
11/13/2016,4:47:09 PM,1270,Brownie
11/13/2016,4:47:49 PM,1271,Kids biscuit
11/13/2016,4:59:24 PM,1272,Kids biscuit
11/13/2016,5:42:47 PM,1273,Art Tray
11/13/2016,5:42:47 PM,1273,Tartine
11/13/2016,5:47:29 PM,1274,Fudge
11/13/2016,5:47:29 PM,1274,NONE
11/13/2016,5:47:29 PM,1274,My-5 Fruit Shoot
11/13/2016,5:47:29 PM,1274,Kids biscuit
11/13/2016,5:47:29 PM,1274,Muffin
11/14/2016,7:39:27 AM,1275,Coffee
11/14/2016,8:31:39 AM,1276,Coffee
11/14/2016,8:57:31 AM,1277,Tea
11/14/2016,8:57:31 AM,1277,Medialuna
11/14/2016,8:58:51 AM,1278,Medialuna
11/14/2016,8:58:51 AM,1278,Coffee
11/14/2016,9:11:20 AM,1279,Coffee
11/14/2016,9:17:55 AM,1280,Coffee
11/14/2016,9:17:55 AM,1280,Medialuna
11/14/2016,9:31:00 AM,1281,Pastry
11/14/2016,9:31:00 AM,1281,Coffee
11/14/2016,9:38:03 AM,1282,Keeping It Local
11/14/2016,9:38:03 AM,1282,NONE
11/14/2016,9:38:03 AM,1282,Tea
11/14/2016,9:38:03 AM,1282,Coffee
11/14/2016,9:38:03 AM,1282,Coffee
11/14/2016,9:59:56 AM,1283,Farm House
11/14/2016,10:01:15 AM,1284,Tea
11/14/2016,10:01:15 AM,1284,Truffles
11/14/2016,10:05:05 AM,1285,Farm House
11/14/2016,10:06:17 AM,1286,Coffee
11/14/2016,10:06:17 AM,1286,Keeping It Local
11/14/2016,10:12:01 AM,1287,Medialuna
11/14/2016,10:12:01 AM,1287,Truffles
11/14/2016,10:12:01 AM,1287,Tea
11/14/2016,10:13:05 AM,1288,Tea
11/14/2016,10:13:05 AM,1288,Keeping It Local
11/14/2016,10:14:51 AM,1289,Medialuna
11/14/2016,10:14:51 AM,1289,Pastry
11/14/2016,10:14:51 AM,1289,Truffles
11/14/2016,10:18:40 AM,1290,Pastry
11/14/2016,10:32:27 AM,1291,Focaccia
11/14/2016,10:32:27 AM,1291,Farm House
11/14/2016,10:44:13 AM,1292,Coffee
11/14/2016,10:44:13 AM,1292,Bread
11/14/2016,10:49:38 AM,1293,Coffee
11/14/2016,10:49:38 AM,1293,Truffles
11/14/2016,10:59:34 AM,1294,Coffee
11/14/2016,10:59:34 AM,1294,Coffee
11/14/2016,10:59:34 AM,1294,Kids biscuit
11/14/2016,11:12:12 AM,1295,NONE
11/14/2016,11:12:12 AM,1295,Coffee
11/14/2016,11:12:12 AM,1295,Tea
11/14/2016,11:17:05 AM,1296,Coffee
11/14/2016,11:17:05 AM,1296,Coffee
11/14/2016,11:18:59 AM,1297,Bread
11/14/2016,11:18:59 AM,1297,Bread
11/14/2016,11:24:21 AM,1298,Bread
11/14/2016,11:35:44 AM,1299,Medialuna
11/14/2016,11:36:49 AM,1300,Bread
11/14/2016,11:40:40 AM,1301,Tea
11/14/2016,11:40:40 AM,1301,Bread
11/14/2016,12:00:22 PM,1303,Mineral water
11/14/2016,12:00:22 PM,1303,Coffee
11/14/2016,12:00:22 PM,1303,Kids biscuit
11/14/2016,12:00:22 PM,1303,Muffin
11/14/2016,12:05:23 PM,1304,Pastry
11/14/2016,12:08:51 PM,1305,Coffee
11/14/2016,12:08:51 PM,1305,Keeping It Local
11/14/2016,12:20:23 PM,1306,Bread
11/14/2016,12:20:23 PM,1306,Sandwich
11/14/2016,12:20:23 PM,1306,Tea
11/14/2016,12:22:39 PM,1307,Fudge
11/14/2016,12:22:39 PM,1307,Fudge
11/14/2016,12:22:39 PM,1307,Bread
11/14/2016,12:22:39 PM,1307,Truffles
11/14/2016,12:28:32 PM,1308,Sandwich
11/14/2016,12:28:32 PM,1308,Coffee
11/14/2016,12:29:09 PM,1309,Coffee
11/14/2016,12:29:09 PM,1309,Tea
11/14/2016,12:29:09 PM,1309,Truffles
11/14/2016,12:39:12 PM,1310,Bread
11/14/2016,12:41:02 PM,1311,Sandwich
11/14/2016,12:41:02 PM,1311,Coffee
11/14/2016,12:41:02 PM,1311,Tea
11/14/2016,12:52:11 PM,1313,Coffee
11/14/2016,1:03:24 PM,1314,Sandwich
11/14/2016,1:03:24 PM,1314,Bread
11/14/2016,1:09:13 PM,1315,Hearty & Seasonal
11/14/2016,1:09:13 PM,1315,Hearty & Seasonal
11/14/2016,1:09:13 PM,1315,Alfajores
11/14/2016,1:09:13 PM,1315,Truffles
11/14/2016,1:14:17 PM,1316,Frittata
11/14/2016,1:14:17 PM,1316,Muffin
11/14/2016,1:14:17 PM,1316,Coffee
11/14/2016,1:14:17 PM,1316,Coffee
11/14/2016,1:19:14 PM,1317,Sandwich
11/14/2016,1:19:14 PM,1317,Hot chocolate
11/14/2016,1:19:14 PM,1317,Coffee
11/14/2016,1:19:14 PM,1317,Hearty & Seasonal
11/14/2016,1:19:14 PM,1317,Cookies
11/14/2016,1:20:35 PM,1318,Bread
11/14/2016,1:20:35 PM,1318,Bread
11/14/2016,1:20:35 PM,1318,Sandwich
11/14/2016,1:35:47 PM,1319,Farm House
11/14/2016,1:36:40 PM,1320,Coffee
11/14/2016,1:36:40 PM,1320,Muffin
11/14/2016,1:38:42 PM,1321,Scandinavian
11/14/2016,1:38:42 PM,1321,Bread
11/14/2016,1:41:26 PM,1322,Sandwich
11/14/2016,1:41:26 PM,1322,Soup
11/14/2016,1:41:26 PM,1322,Coffee
11/14/2016,1:41:26 PM,1322,Tea
11/14/2016,1:45:05 PM,1323,Farm House
11/14/2016,1:49:16 PM,1324,Coffee
11/14/2016,1:49:16 PM,1324,Tea
11/14/2016,2:01:15 PM,1325,Soup
11/14/2016,2:01:15 PM,1325,Jam
11/14/2016,2:01:15 PM,1325,Muffin
11/14/2016,2:01:15 PM,1325,Coffee
11/14/2016,2:02:19 PM,1326,Bread
11/14/2016,2:06:07 PM,1327,Coffee
11/14/2016,2:06:07 PM,1327,Soup
11/14/2016,2:41:15 PM,1328,Coffee
11/14/2016,2:41:15 PM,1328,Coffee
11/14/2016,2:41:15 PM,1328,Muffin
11/14/2016,2:43:40 PM,1329,Bread
11/14/2016,2:43:40 PM,1329,Muffin
11/14/2016,2:43:40 PM,1329,Kids biscuit
11/14/2016,3:02:36 PM,1330,Coffee
11/14/2016,3:02:36 PM,1330,Bread
11/14/2016,3:14:46 PM,1331,Coffee
11/14/2016,3:29:08 PM,1332,Muffin
11/14/2016,3:34:10 PM,1333,Ella's Kitchen Pouches
11/14/2016,3:34:10 PM,1333,Bread
11/14/2016,3:34:10 PM,1333,Muffin
11/14/2016,3:40:05 PM,1334,Soup
11/14/2016,3:40:05 PM,1334,Sandwich
11/14/2016,3:40:05 PM,1334,Frittata
11/14/2016,3:42:20 PM,1335,Bread
11/14/2016,3:42:20 PM,1335,Sandwich
11/14/2016,3:56:19 PM,1336,Coffee
11/14/2016,3:56:19 PM,1336,Bread
11/14/2016,3:56:19 PM,1336,Coffee
11/14/2016,3:56:19 PM,1336,Bread
11/14/2016,3:56:19 PM,1336,Cookies
11/14/2016,4:08:48 PM,1337,Bread
11/14/2016,4:08:48 PM,1337,Art Tray
11/14/2016,4:08:48 PM,1337,Tea
11/14/2016,4:08:48 PM,1337,Hot chocolate
11/14/2016,4:11:32 PM,1338,Art Tray
11/14/2016,4:11:32 PM,1338,Coffee
11/14/2016,4:11:32 PM,1338,Hot chocolate
11/14/2016,4:11:32 PM,1338,Juice
11/14/2016,4:11:32 PM,1338,Muffin
11/14/2016,4:26:53 PM,1339,Hot chocolate
11/14/2016,4:26:53 PM,1339,Coffee
11/14/2016,5:12:26 PM,1340,Farm House
11/14/2016,6:17:07 PM,1341,Farm House
11/14/2016,6:17:07 PM,1341,Muffin
11/15/2016,7:42:27 AM,1342,Coffee
11/15/2016,7:42:27 AM,1342,Medialuna
11/15/2016,8:14:31 AM,1343,Bread
11/15/2016,8:14:31 AM,1343,Keeping It Local
11/15/2016,9:02:19 AM,1344,Coffee
11/15/2016,9:07:38 AM,1345,Bread
11/15/2016,9:13:22 AM,1346,Medialuna
11/15/2016,9:13:22 AM,1346,Tea
11/15/2016,9:13:22 AM,1346,Coffee
11/15/2016,9:16:53 AM,1347,Hot chocolate
11/15/2016,9:17:58 AM,1348,Coffee
11/15/2016,9:19:02 AM,1349,Coke
11/15/2016,9:23:39 AM,1350,Coffee
11/15/2016,9:36:13 AM,1351,Farm House
11/15/2016,10:01:55 AM,1352,Coffee
11/15/2016,10:01:55 AM,1352,Coffee
11/15/2016,10:01:55 AM,1352,Keeping It Local
11/15/2016,10:01:55 AM,1352,Bread
11/15/2016,10:07:20 AM,1353,Coffee
11/15/2016,10:07:20 AM,1353,Truffles
11/15/2016,10:09:45 AM,1354,Coffee
11/15/2016,10:18:15 AM,1355,Coffee
11/15/2016,10:18:15 AM,1355,Tea
11/15/2016,10:18:15 AM,1355,Keeping It Local
11/15/2016,10:46:13 AM,1356,Coffee
11/15/2016,10:46:13 AM,1356,Keeping It Local
11/15/2016,10:49:21 AM,1357,Coffee
11/15/2016,10:49:21 AM,1357,Tea
11/15/2016,10:52:23 AM,1358,Coffee
11/15/2016,11:02:54 AM,1359,Coffee
11/15/2016,11:04:23 AM,1360,Coffee
11/15/2016,11:04:23 AM,1360,Bread
11/15/2016,11:06:29 AM,1361,Coffee
11/15/2016,11:06:29 AM,1361,NONE
11/15/2016,11:10:30 AM,1362,Bread
11/15/2016,11:15:32 AM,1363,Farm House
11/15/2016,11:37:16 AM,1364,Coffee
11/15/2016,11:37:16 AM,1364,Kids biscuit
11/15/2016,11:41:36 AM,1365,Tea
11/15/2016,11:41:36 AM,1365,Muffin
11/15/2016,11:43:28 AM,1366,Bread
11/15/2016,11:44:22 AM,1367,Coffee
11/15/2016,11:44:22 AM,1367,Pastry
11/15/2016,11:51:10 AM,1368,Scandinavian
11/15/2016,11:51:10 AM,1368,Coffee
11/15/2016,11:51:10 AM,1368,Soup
11/15/2016,11:56:51 AM,1369,Scandinavian
11/15/2016,11:56:51 AM,1369,Pastry
11/15/2016,11:56:51 AM,1369,Muffin
11/15/2016,12:00:24 PM,1370,Coffee
11/15/2016,12:00:24 PM,1370,Pastry
11/15/2016,12:08:55 PM,1371,Soup
11/15/2016,12:08:55 PM,1371,Hearty & Seasonal
11/15/2016,12:08:55 PM,1371,Tea
11/15/2016,12:13:28 PM,1372,Bread
11/15/2016,12:13:28 PM,1372,Scandinavian
11/15/2016,12:18:46 PM,1373,Scandinavian
11/15/2016,12:18:46 PM,1373,Bread
11/15/2016,12:18:46 PM,1373,Truffles
11/15/2016,12:20:36 PM,1374,Coffee
11/15/2016,12:20:36 PM,1374,Coffee
11/15/2016,12:20:36 PM,1374,Soup
11/15/2016,12:22:24 PM,1375,Medialuna
11/15/2016,12:22:24 PM,1375,Medialuna
11/15/2016,12:28:25 PM,1376,Coffee
11/15/2016,12:28:25 PM,1376,Coffee
11/15/2016,12:28:25 PM,1376,Medialuna
11/15/2016,12:28:25 PM,1376,Medialuna
11/15/2016,12:28:25 PM,1376,Bread
11/15/2016,12:36:12 PM,1377,Bread
11/15/2016,12:37:47 PM,1378,Coffee
11/15/2016,12:37:47 PM,1378,Bread
11/15/2016,12:50:18 PM,1379,Soup
11/15/2016,12:50:18 PM,1379,Sandwich
11/15/2016,1:02:04 PM,1380,Sandwich
11/15/2016,1:02:04 PM,1380,Hearty & Seasonal
11/15/2016,1:02:04 PM,1380,Coffee
11/15/2016,1:02:39 PM,1381,Soup
11/15/2016,1:11:28 PM,1382,Bread
11/15/2016,1:16:42 PM,1383,Soup
11/15/2016,1:16:42 PM,1383,Coffee
11/15/2016,1:16:42 PM,1383,Pastry
11/15/2016,1:17:11 PM,1384,Pastry
11/15/2016,1:17:11 PM,1384,Coffee
11/15/2016,1:17:11 PM,1384,Coffee
11/15/2016,1:30:54 PM,1386,Coffee
11/15/2016,1:30:54 PM,1386,Coffee
11/15/2016,1:30:54 PM,1386,Soup
11/15/2016,1:30:54 PM,1386,Bread
11/15/2016,1:34:06 PM,1387,Bread
11/15/2016,1:36:05 PM,1388,Coffee
11/15/2016,1:36:05 PM,1388,Coffee
11/15/2016,1:36:05 PM,1388,Sandwich
11/15/2016,1:36:05 PM,1388,Hearty & Seasonal
11/15/2016,1:43:28 PM,1389,Coffee
11/15/2016,1:43:28 PM,1389,Coffee
11/15/2016,1:43:28 PM,1389,Soup
11/15/2016,1:46:27 PM,1390,Bread
11/15/2016,1:48:06 PM,1391,Bread
11/15/2016,2:04:23 PM,1392,Bread
11/15/2016,2:14:15 PM,1393,Coffee
11/15/2016,2:16:25 PM,1394,Bread
11/15/2016,2:16:25 PM,1394,Soup
11/15/2016,2:40:51 PM,1395,Coffee
11/15/2016,2:40:51 PM,1395,Coffee
11/15/2016,2:40:51 PM,1395,Hearty & Seasonal
11/15/2016,2:40:51 PM,1395,Soup
11/15/2016,2:42:24 PM,1396,Scandinavian
11/15/2016,2:45:52 PM,1397,Coffee
11/15/2016,2:45:52 PM,1397,Medialuna
11/15/2016,2:47:10 PM,1398,Bread
11/15/2016,2:59:40 PM,1399,Bread
11/15/2016,2:59:40 PM,1399,Brownie
11/15/2016,3:07:33 PM,1400,Fudge
11/15/2016,3:21:14 PM,1401,Coke
11/15/2016,4:08:57 PM,1402,Coke
11/15/2016,4:13:26 PM,1403,Brownie
11/15/2016,4:13:26 PM,1403,Muffin
11/15/2016,5:02:22 PM,1404,Tea
11/15/2016,5:02:22 PM,1404,Bread
11/15/2016,5:02:22 PM,1404,Truffles
11/15/2016,5:02:22 PM,1404,Pastry
11/15/2016,5:14:54 PM,1405,Tea
11/15/2016,6:07:38 PM,1406,Bread
11/15/2016,6:07:38 PM,1406,Truffles
11/15/2016,6:28:52 PM,1407,Medialuna
11/16/2016,7:49:01 AM,1408,Coffee
11/16/2016,7:49:01 AM,1408,Medialuna
11/16/2016,8:01:06 AM,1409,Bread
11/16/2016,9:06:07 AM,1410,Pastry
11/16/2016,9:06:07 AM,1410,Coffee
11/16/2016,9:13:57 AM,1411,Coffee
11/16/2016,9:13:57 AM,1411,Bread
11/16/2016,9:13:57 AM,1411,NONE
11/16/2016,9:13:57 AM,1411,Jam
11/16/2016,9:15:43 AM,1412,Bread
11/16/2016,9:15:43 AM,1412,Coffee
11/16/2016,9:15:43 AM,1412,NONE
11/16/2016,9:17:50 AM,1413,Coke
11/16/2016,9:22:42 AM,1414,Bread
11/16/2016,9:27:52 AM,1415,Coffee
11/16/2016,9:27:52 AM,1415,Coffee
11/16/2016,9:34:51 AM,1416,Coffee
11/16/2016,9:37:17 AM,1417,Pastry
11/16/2016,9:43:06 AM,1418,Scandinavian
11/16/2016,9:43:06 AM,1418,Pastry
11/16/2016,9:43:06 AM,1418,NONE
11/16/2016,9:47:00 AM,1419,Bread
11/16/2016,9:47:00 AM,1419,NONE
11/16/2016,9:47:00 AM,1419,Granola
11/16/2016,9:51:28 AM,1420,Tea
11/16/2016,9:51:28 AM,1420,Coffee
11/16/2016,9:51:28 AM,1420,Pastry
11/16/2016,9:52:54 AM,1421,Bread
11/16/2016,9:52:54 AM,1421,Mineral water
11/16/2016,10:23:46 AM,1422,Tea
11/16/2016,10:23:46 AM,1422,Medialuna
11/16/2016,10:25:47 AM,1423,Brownie
11/16/2016,10:33:39 AM,1424,Tea
11/16/2016,10:33:39 AM,1424,Coffee
11/16/2016,10:33:39 AM,1424,Pastry
11/16/2016,10:39:05 AM,1425,Hot chocolate
11/16/2016,10:39:05 AM,1425,Coffee
11/16/2016,10:39:05 AM,1425,Cake
11/16/2016,10:50:39 AM,1426,Bread
11/16/2016,10:51:55 AM,1427,Bread
11/16/2016,10:51:55 AM,1427,Jam
11/16/2016,10:52:49 AM,1428,Scandinavian
11/16/2016,11:00:07 AM,1429,Bread
11/16/2016,11:00:07 AM,1429,Coffee
11/16/2016,11:00:07 AM,1429,Pastry
11/16/2016,11:00:07 AM,1429,Cake
11/16/2016,11:20:25 AM,1430,Bread
11/16/2016,11:23:00 AM,1431,Coffee
11/16/2016,11:30:41 AM,1432,Bread
11/16/2016,11:34:03 AM,1433,Coffee
11/16/2016,11:34:03 AM,1433,Cake
11/16/2016,11:42:25 AM,1434,Coffee
11/16/2016,12:06:39 PM,1435,Coffee
11/16/2016,12:19:46 PM,1436,Coffee
11/16/2016,12:19:46 PM,1436,Soup
11/16/2016,12:22:05 PM,1437,Scandinavian
11/16/2016,12:22:05 PM,1437,Bread
11/16/2016,12:25:18 PM,1438,Sandwich
11/16/2016,12:25:18 PM,1438,Soup
11/16/2016,12:25:18 PM,1438,Bread
11/16/2016,12:25:18 PM,1438,Cake
11/16/2016,12:29:31 PM,1439,Coffee
11/16/2016,12:29:31 PM,1439,Bread
11/16/2016,12:29:31 PM,1439,Tartine
11/16/2016,12:33:18 PM,1440,Soup
11/16/2016,12:36:43 PM,1441,Bread
11/16/2016,12:39:27 PM,1442,Soup
11/16/2016,12:39:27 PM,1442,Juice
11/16/2016,12:39:27 PM,1442,Brownie
11/16/2016,12:55:30 PM,1443,Coffee
11/16/2016,1:07:04 PM,1444,Hearty & Seasonal
11/16/2016,1:15:30 PM,1445,Coffee
11/16/2016,1:15:30 PM,1445,Soup
11/16/2016,1:15:30 PM,1445,Sandwich
11/16/2016,1:15:30 PM,1445,Tea
11/16/2016,1:15:30 PM,1445,Cake
11/16/2016,1:23:42 PM,1446,Tea
11/16/2016,1:23:42 PM,1446,Soup
11/16/2016,1:24:47 PM,1447,Coffee
11/16/2016,1:24:47 PM,1447,Bread
11/16/2016,1:24:47 PM,1447,Sandwich
11/16/2016,1:46:27 PM,1448,Soup
11/16/2016,1:46:27 PM,1448,Coffee
11/16/2016,1:46:49 PM,1449,Soup
11/16/2016,1:46:49 PM,1449,Coffee
11/16/2016,1:47:16 PM,1450,Tea
11/16/2016,1:47:16 PM,1450,Soup
11/16/2016,1:52:41 PM,1451,NONE
11/16/2016,1:52:41 PM,1451,Cake
11/16/2016,1:55:04 PM,1452,Coffee
11/16/2016,1:55:04 PM,1452,Tea
11/16/2016,1:55:04 PM,1452,Cake
11/16/2016,1:55:04 PM,1452,Muffin
11/16/2016,1:57:13 PM,1453,Bread
11/16/2016,2:06:09 PM,1454,Coffee
11/16/2016,2:06:09 PM,1454,Bread
11/16/2016,2:19:12 PM,1455,Coffee
11/16/2016,2:19:12 PM,1455,Tea
11/16/2016,2:40:47 PM,1456,Tea
11/16/2016,2:40:47 PM,1456,Soup
11/16/2016,2:43:29 PM,1457,Coffee
11/16/2016,2:43:29 PM,1457,Tea
11/16/2016,2:43:29 PM,1457,Cake
11/16/2016,2:44:42 PM,1458,Bread
11/16/2016,2:44:42 PM,1458,Bread
11/16/2016,2:46:23 PM,1459,Hearty & Seasonal
11/16/2016,2:52:58 PM,1460,Bread
11/16/2016,2:52:58 PM,1460,Mineral water
11/16/2016,2:52:58 PM,1460,Brownie
11/16/2016,3:02:05 PM,1461,Fudge
11/16/2016,3:25:49 PM,1462,Muffin
11/16/2016,3:25:49 PM,1462,Hot chocolate
11/16/2016,3:25:49 PM,1462,Coffee
11/16/2016,3:30:02 PM,1463,Tea
11/16/2016,3:30:02 PM,1463,Muffin
11/16/2016,3:31:29 PM,1464,Cake
11/16/2016,3:31:29 PM,1464,Coffee
11/16/2016,3:34:04 PM,1465,Victorian Sponge
11/16/2016,3:35:48 PM,1466,Soup
11/16/2016,3:35:48 PM,1466,Sandwich
11/16/2016,3:35:48 PM,1466,Tea
11/16/2016,3:58:16 PM,1467,Scandinavian
11/16/2016,4:16:03 PM,1468,Coffee
11/16/2016,4:21:53 PM,1469,Bread
11/16/2016,4:30:20 PM,1470,Tartine
11/16/2016,4:30:20 PM,1470,Bread
11/16/2016,4:30:20 PM,1470,Coffee
11/16/2016,4:36:06 PM,1471,Medialuna
11/16/2016,4:36:06 PM,1471,Medialuna
11/16/2016,5:03:38 PM,1472,Bread
11/16/2016,5:24:32 PM,1473,Bread
11/16/2016,5:24:32 PM,1473,Scandinavian
11/16/2016,6:25:28 PM,1474,Bread
11/17/2016,7:54:15 AM,1475,Coffee
11/17/2016,7:54:15 AM,1475,Medialuna
11/17/2016,8:06:20 AM,1476,Siblings
11/17/2016,8:07:49 AM,1477,Siblings
11/17/2016,8:50:15 AM,1478,Bread
11/17/2016,8:50:15 AM,1478,Medialuna
11/17/2016,9:15:26 AM,1479,Medialuna
11/17/2016,9:15:26 AM,1479,Pastry
11/17/2016,9:15:26 AM,1479,NONE
11/17/2016,9:33:47 AM,1480,Keeping It Local
11/17/2016,9:33:47 AM,1480,Tea
11/17/2016,10:07:52 AM,1482,Farm House
11/17/2016,10:09:39 AM,1483,Pastry
11/17/2016,10:10:01 AM,1484,Farm House
11/17/2016,10:10:33 AM,1485,NONE
11/17/2016,10:10:33 AM,1485,Tea
11/17/2016,10:19:29 AM,1486,Tea
11/17/2016,10:19:29 AM,1486,NONE
11/17/2016,10:19:29 AM,1486,Scandinavian
11/17/2016,10:43:33 AM,1487,Coffee
11/17/2016,10:43:33 AM,1487,Muffin
11/17/2016,10:48:58 AM,1488,Coffee
11/17/2016,10:51:35 AM,1490,Bread
11/17/2016,10:54:06 AM,1491,Farm House
11/17/2016,10:54:06 AM,1491,Scandinavian
11/17/2016,10:54:06 AM,1491,Coffee
11/17/2016,10:54:06 AM,1491,Pastry
11/17/2016,10:58:55 AM,1492,Coffee
11/17/2016,11:06:46 AM,1493,Coffee
11/17/2016,11:06:46 AM,1493,Keeping It Local
11/17/2016,11:07:43 AM,1494,NONE
11/17/2016,11:07:43 AM,1494,Bread
11/17/2016,11:09:40 AM,1495,Jam
11/17/2016,11:22:22 AM,1496,Alfajores
11/17/2016,11:22:22 AM,1496,Medialuna
11/17/2016,11:22:22 AM,1496,Coffee
11/17/2016,11:22:22 AM,1496,Bread
11/17/2016,11:23:41 AM,1497,Coffee
11/17/2016,11:23:41 AM,1497,Keeping It Local
11/17/2016,11:26:23 AM,1498,Coffee
11/17/2016,11:37:08 AM,1499,Bread
11/17/2016,11:49:36 AM,1500,Tea
11/17/2016,11:49:36 AM,1500,Muffin
11/17/2016,11:56:03 AM,1501,Coffee
11/17/2016,11:56:03 AM,1501,Hot chocolate
11/17/2016,11:56:03 AM,1501,Alfajores
11/17/2016,12:03:57 PM,1502,Bread
11/17/2016,12:03:57 PM,1502,Pastry
11/17/2016,12:03:57 PM,1502,Bread
11/17/2016,12:06:10 PM,1503,Coffee
11/17/2016,12:09:52 PM,1504,Bread
11/17/2016,12:15:00 PM,1505,Tea
11/17/2016,12:19:45 PM,1506,Coffee
11/17/2016,12:19:45 PM,1506,Sandwich
11/17/2016,12:21:08 PM,1507,Bread
11/17/2016,12:23:30 PM,1508,Soup
11/17/2016,12:31:35 PM,1509,Coffee
11/17/2016,12:33:34 PM,1510,Tea
11/17/2016,12:34:23 PM,1511,Coffee
11/17/2016,12:34:23 PM,1511,Soup
11/17/2016,12:34:23 PM,1511,Art Tray
11/17/2016,12:34:23 PM,1511,Pastry
11/17/2016,12:49:02 PM,1512,Hearty & Seasonal
11/17/2016,12:49:02 PM,1512,Mineral water
11/17/2016,12:49:02 PM,1512,Alfajores
11/17/2016,12:49:29 PM,1513,Bread
11/17/2016,12:56:27 PM,1514,Coffee
11/17/2016,12:56:27 PM,1514,Hearty & Seasonal
11/17/2016,12:56:27 PM,1514,Hearty & Seasonal
11/17/2016,12:56:27 PM,1514,Alfajores
11/17/2016,12:56:27 PM,1514,Alfajores
11/17/2016,12:56:27 PM,1514,Cake
11/17/2016,12:56:27 PM,1514,Bread
11/17/2016,12:58:29 PM,1515,NONE
11/17/2016,12:58:29 PM,1515,Coffee
11/17/2016,1:09:34 PM,1516,Bread
11/17/2016,1:18:58 PM,1517,Cake
11/17/2016,1:21:43 PM,1518,Bread
11/17/2016,1:22:54 PM,1519,Fudge
11/17/2016,1:23:36 PM,1520,Muffin
11/17/2016,1:25:21 PM,1521,Bread
11/17/2016,1:25:21 PM,1521,Coffee
11/17/2016,1:33:52 PM,1522,Coffee
11/17/2016,1:33:52 PM,1522,Hearty & Seasonal
11/17/2016,1:33:52 PM,1522,Sandwich
11/17/2016,1:33:52 PM,1522,Bread
11/17/2016,1:36:34 PM,1523,Soup
11/17/2016,1:36:34 PM,1523,Coffee
11/17/2016,1:38:20 PM,1524,Coffee
11/17/2016,1:38:20 PM,1524,Hearty & Seasonal
11/17/2016,1:38:20 PM,1524,Keeping It Local
11/17/2016,1:51:58 PM,1525,Bread
11/17/2016,1:53:52 PM,1526,Coffee
11/17/2016,1:53:52 PM,1526,Coffee
11/17/2016,1:55:53 PM,1527,Scandinavian
11/17/2016,1:58:45 PM,1528,Coffee
11/17/2016,1:58:45 PM,1528,Alfajores
11/17/2016,2:02:11 PM,1529,Coffee
11/17/2016,2:27:22 PM,1530,Soup
11/17/2016,2:27:22 PM,1530,Brownie
11/17/2016,2:35:58 PM,1531,Coffee
11/17/2016,2:35:58 PM,1531,Coffee
11/17/2016,2:47:01 PM,1532,Bread
11/17/2016,2:52:45 PM,1533,Bread
11/17/2016,2:56:01 PM,1534,Bread
11/17/2016,2:56:01 PM,1534,Scandinavian
11/17/2016,2:56:01 PM,1534,Coffee
11/17/2016,3:01:21 PM,1535,Coffee
11/17/2016,3:01:21 PM,1535,Coffee
11/17/2016,3:13:25 PM,1536,Coffee
11/17/2016,3:14:51 PM,1537,Soup
