Rank,NA_Sales,EU_Sales,JP_Sales,Other_Sales
3208,0.38,0.2,0,0.05
3209,0.38,0.19,0,0.06
3210,0.58,0,0,0.05
3211,0,0,0.63,0
3212,0.33,0.21,0,0.09
3213,0.54,0.05,0,0.04
3214,0.23,0.29,0.01,0.1
3215,0.12,0.09,0.38,0.03
3216,0.43,0.05,0,0.14
3217,0.58,0.04,0,0.01
3218,0.34,0.23,0,0.06
3219,0.44,0.13,0,0.06
3220,0.4,0.23,0,0
3221,0.24,0.34,0,0.05
3222,0.31,0.25,0,0.06
3223,0,0,0.63,0
3224,0.2,0.37,0,0.06
3225,0.22,0.2,0.16,0.05
3226,0.31,0.24,0,0.08
3227,0.18,0.06,0.34,0.04
3228,0,0,0.59,0.04
3229,0.4,0.17,0,0.05
3230,0.11,0.03,0.15,0.34
3231,0.35,0.24,0,0.04
3232,0.41,0.16,0,0.05
3233,0.35,0.22,0,0.06
3234,0.22,0.27,0.01,0.11
3235,0.26,0.29,0,0.07
3236,0.35,0.24,0,0.04
3237,0.48,0.13,0,0.02
3238,0.3,0,0.32,0
3239,0,0,0.62,0
3240,0.38,0.22,0,0.03
3241,0.4,0.2,0,0.03
3242,0.35,0.24,0,0.04
3243,0.3,0.26,0,0.06
3244,0.21,0.22,0.11,0.09
3245,0.16,0.13,0.29,0.04
3246,0.35,0.24,0,0.04
3247,0.22,0.23,0.08,0.09
3248,0.48,0.13,0,0.02
3249,0.15,0.42,0,0.05
3250,0.58,0.03,0,0.01
3251,0.47,0.13,0,0.02
3252,0.29,0.28,0,0.06
3253,0.1,0.23,0.22,0.08
3254,0.36,0.2,0,0.06
3255,0.3,0.24,0,0.08
3256,0.26,0.2,0.07,0.09
3257,0,0.04,0.57,0.01
3258,0.35,0.21,0,0.06
3259,0.38,0.1,0.12,0.02
3260,0.37,0.22,0,0.03
3261,0.4,0.2,0,0.02
3262,0.17,0.34,0.02,0.09
3263,0.34,0.23,0,0.04
3264,0.58,0,0,0.04
3265,0.3,0.24,0,0.08
3266,0.57,0.01,0,0.04
3267,0.14,0.14,0.27,0.06
3268,0.58,0.03,0,0.01
3269,0.27,0.18,0.09,0.08
3270,0.25,0.23,0,0.14
3271,0.21,0.14,0.23,0.04
3272,0.3,0.24,0,0.08
3273,0,0,0.62,0
3274,0.48,0.12,0,0.02
3275,0.34,0.17,0,0.11
3276,0,0,0.62,0
3277,0,0,0.62,0
3278,0.29,0.26,0,0.07
3279,0.59,0.03,0,0
3280,0,0,0.62,0
3281,0,0,0.62,0
3282,0.59,0.02,0,0
3283,0,0,0.58,0.04
3284,0,0.57,0.04,0
3285,0.33,0.13,0.11,0.04
3286,0.56,0,0,0.05
3287,0,0.04,0,0.57
3288,0.35,0.15,0,0.11
3289,0.21,0.29,0.01,0.11
3290,0.46,0.13,0,0.02
3291,0.02,0.02,0.57,0.01
3292,0.12,0.11,0.34,0.05
3293,0.39,0.18,0,0.05
3294,0.44,0.16,0,0.01
3295,0.3,0.23,0,0.08
3296,0.44,0.16,0,0.01
3297,0.35,0.21,0,0.05
3298,0.46,0.1,0,0.05
3299,0.33,0.23,0,0.05
3300,0.5,0.07,0,0.04
3301,0.44,0.16,0,0.01
3302,0.3,0.23,0,0.08
3303,0.58,0,0,0.03
3304,0,0,0.61,0
3305,0.09,0.44,0,0.07
3306,0.24,0.17,0.14,0.05
3307,0.34,0.23,0,0.04
3308,0.09,0.07,0.42,0.03
3309,0.31,0.24,0,0.06
3310,0.37,0.21,0,0.03
3311,0.34,0.23,0,0.04
3312,0.47,0.09,0.01,0.04
3313,0.18,0.27,0,0.15
3314,0.56,0,0,0.05
3315,0.33,0.03,0.21,0.03
3316,0.56,0,0,0.05
3317,0.56,0,0,0.05
3318,0.32,0.23,0,0.06
3319,0.27,0.1,0.22,0.01
3320,0.44,0.16,0,0.01
3321,0.34,0.23,0,0.04
3322,0.44,0.16,0,0.01
3323,0.44,0.16,0,0.01
3324,0.47,0.12,0,0.02
3325,0.33,0.21,0,0.06
3326,0.37,0.16,0.01,0.06
3327,0.43,0.16,0,0.01
3328,0.58,0.02,0,0
3329,0.51,0.05,0,0.05
3330,0.43,0.16,0,0.01
3331,0.34,0.2,0,0.06
3332,0.5,0.02,0,0.08
3333,0.31,0.24,0,0.06
3334,0.3,0.24,0,0.06
3335,0.11,0.14,0.33,0.02
3336,0.43,0.16,0,0.01
3337,0.19,0.11,0.25,0.06
3338,0.43,0.16,0,0.01
3339,0.5,0.02,0,0.08
3340,0.4,0.1,0.09,0.02
3341,0.3,0.23,0,0.08
3342,0.42,0.16,0,0.02
3343,0,0,0.6,0
3344,0.28,0.25,0,0.06
3345,0.5,0.02,0,0.08
3346,0.36,0.19,0,0.05
3347,0.33,0.22,0,0.05
3348,0.26,0.28,0,0.07
3349,0.18,0.19,0.2,0.04
3350,0.38,0.15,0,0.08
3351,0.31,0.22,0.03,0.05
3352,0.22,0.25,0.04,0.09
3353,0.12,0.37,0,0.1
3354,0.21,0.14,0.21,0.04
3355,0.13,0.18,0,0.29
3356,0.29,0.23,0,0.08
3357,0.22,0.24,0,0.14
3358,0.5,0.02,0,0.08
3359,0,0,0.6,0
3360,0.29,0.23,0,0.08
3361,0.34,0.21,0,0.05
3362,0.37,0.08,0.14,0.01
3363,0.09,0.26,0.23,0.02
3364,0.4,0.15,0,0.06
3365,0.29,0.23,0,0.08
3366,0.32,0.23,0,0.04
3367,0,0,0.56,0.04
3368,0,0,0.56,0.04
3369,0.49,0.03,0.03,0.05
3370,0.24,0.25,0,0.11
3371,0.25,0.28,0,0.06
3372,0.33,0.23,0,0.04
3373,0.55,0.01,0,0.04
3374,0,0,0.6,0
3375,0.4,0.13,0,0.07
3376,0.38,0.16,0,0.05
3377,0.34,0.2,0,0.06
3378,0.26,0.24,0,0.1
3379,0.29,0.23,0,0.08
3380,0.31,0.22,0,0.06
3381,0.29,0.22,0,0.09
3382,0,0,0.6,0
3383,0.26,0,0.31,0.02
3384,0,0.53,0,0.06
3385,0.29,0.23,0,0.08
3386,0.13,0.35,0,0.11
3387,0.07,0.46,0,0.07
3388,0.15,0.38,0,0.07
3389,0,0,0.59,0
3390,0.56,0,0,0.03
3391,0,0,0.56,0.04
3392,0.15,0.34,0,0.1
3393,0.33,0.22,0,0.04
3394,0.33,0.22,0,0.04
3395,0.46,0.12,0,0.02
3396,0.23,0.11,0.23,0.03
3397,0.31,0.22,0,0.06
3398,0.17,0.28,0.05,0.1
3399,0.33,0.22,0,0.04
3400,0.19,0.31,0,0.09
3401,0,0,0.55,0.04
3402,0.29,0.23,0,0.08
3403,0,0,0.59,0
3404,0.21,0.24,0,0.14
3405,0.55,0.03,0,0.01
3406,0.24,0.28,0,0.07
3407,0.21,0.17,0.16,0.06
3408,0.44,0.13,0,0.02
3409,0.46,0.12,0,0.02
3410,0.55,0.03,0,0.01
3411,0.54,0,0,0.04
3412,0.53,0.02,0,0.04
3413,0.52,0.03,0,0.04
3414,0.47,0.11,0,0.01
3415,0.47,0.11,0,0.01
3416,0.33,0.21,0,0.05
3417,0.36,0.08,0.14,0.02
3418,0,0,0.59,0
3419,0.39,0.14,0.02,0.04
3420,0.36,0.16,0,0.07
3421,0.05,0.09,0.42,0.03
3422,0.13,0.22,0.01,0.23
3423,0.54,0,0.01,0.03
3424,0.51,0.04,0,0.05
3425,0.36,0.18,0,0.05
3426,0.33,0.22,0,0.04
3427,0.18,0.34,0,0.07
3428,0.29,0.22,0,0.08
3429,0.39,0.02,0.13,0.04
3430,0.2,0.22,0.08,0.08
3431,0.35,0.14,0,0.1
3432,0.25,0.25,0,0.09
3433,0.28,0.21,0,0.09
3434,0.34,0.13,0.11,0.01
3435,0.29,0.22,0,0.07
3436,0.14,0.37,0,0.07
3437,0,0,0.59,0
3438,0.26,0.22,0,0.1
3439,0.22,0.17,0.14,0.06
3440,0.15,0.37,0,0.07
3441,0.53,0.01,0,0.04
3442,0.29,0.22,0,0.07
3443,0.29,0.23,0,0.06
3444,0.28,0.25,0,0.05
3445,0,0,0.55,0.04
3446,0.29,0.19,0.07,0.04
3447,0.53,0.02,0,0.04
3448,0.3,0.18,0,0.1
3449,0.55,0.03,0,0.01
3450,0.06,0.04,0.47,0.01
3451,0.49,0.02,0,0.08
3452,0.35,0.03,0.17,0.03
3453,0.21,0.31,0,0.07
3454,0.35,0.18,0,0.05
3455,0.02,0.18,0,0.39
3456,0.3,0.22,0.02,0.04
3457,0.23,0.29,0,0.07
3458,0.31,0.22,0,0.05
3459,0.21,0.3,0,0.07
3460,0.54,0,0,0.04
3461,0.31,0.19,0.02,0.06
3462,0.32,0.22,0,0.04
3463,0.27,0.26,0,0.05
3464,0.28,0.22,0,0.07
3465,0.37,0.15,0,0.05
3466,0.27,0.06,0.22,0.03
3467,0.15,0.39,0,0.03
3468,0.14,0.4,0,0.04
3469,0.06,0.3,0.19,0.03
3470,0.28,0.22,0,0.07
3471,0.28,0.22,0,0.07
3472,0.23,0.16,0.16,0.04
3473,0,0,0.54,0.04
3474,0.33,0.22,0,0.03
3475,0.28,0.22,0,0.07
3476,0.32,0.22,0,0.04
3477,0.42,0.15,0,0.01
3478,0.25,0,0.31,0.02
3479,0.05,0.02,0.5,0.01
3480,0.53,0,0,0.04
3481,0.28,0.22,0,0.07
3482,0.32,0.22,0,0.04
3483,0,0,0.58,0
3484,0.53,0,0,0.04
3485,0.21,0.27,0,0.09
3486,0.24,0.05,0.26,0.03
3487,0,0,0.58,0
3488,0.43,0.09,0,0.06
3489,0.27,0.11,0.14,0.06
3490,0.36,0.1,0.06,0.06
3491,0.32,0.22,0,0.04
3492,0.45,0.12,0,0.02
3493,0.54,0,0,0.04
3494,0.28,0.22,0,0.07
3495,0.48,0.02,0,0.08
3496,0.38,0.12,0,0.07
3497,0.1,0.41,0.01,0.06
3498,0.52,0.02,0,0.04
3499,0.32,0.22,0,0.04
3500,0.34,0.17,0.02,0.05
3501,0.55,0.02,0,0
3502,0,0.53,0,0.04
3503,0.53,0.02,0,0.03
3504,0.28,0.22,0,0.07
3505,0.08,0.37,0,0.12
3506,0.28,0,0.27,0.02
3507,0.24,0.16,0.13,0.04
3508,0.29,0.23,0,0.06
3509,0.49,0.04,0,0.04
3510,0.53,0,0,0.04
3511,0.32,0.24,0,0.02
3512,0.28,0.22,0,0.07
3513,0.41,0.15,0,0.01
3514,0.23,0.28,0,0.06
3515,0,0,0.57,0
3516,0.37,0.15,0,0.05
3517,0.27,0.24,0,0.06
3518,0,0,0.54,0.04
3519,0.41,0.15,0,0.01
3520,0.24,0.24,0.01,0.09
3521,0.53,0,0,0.04
3522,0.11,0.08,0.35,0.04
3523,0.22,0.02,0,0.33
3524,0.21,0.23,0,0.13
3525,0.25,0.27,0,0.06
3526,0.44,0.11,0,0.02
3527,0.3,0.17,0.04,0.05
3528,0.01,0.45,0,0.11
3529,0.52,0.01,0,0.04
3530,0.47,0.02,0,0.08
3531,0.38,0.15,0,0.04
3532,0.51,0.02,0,0.04
3533,0.36,0.12,0.03,0.07
3534,0,0,0.57,0
3535,0.48,0.08,0,0
3536,0.52,0.01,0,0.04
3537,0.1,0.12,0.29,0.07
3538,0.27,0.25,0,0.05
3539,0.43,0.12,0,0.02
3540,0.11,0.08,0.35,0.03
3541,0.32,0.2,0,0.05
3542,0.5,0.03,0,0.04
3543,0.28,0.22,0,0.07
3544,0.47,0.02,0,0.08
3545,0.42,0.11,0.02,0.02
3546,0,0,0.57,0
3547,0.45,0.1,0,0.02
3548,0.19,0.25,0.04,0.09
3549,0,0,0.57,0
3550,0.29,0.22,0,0.06
3551,0.39,0.16,0,0.02
3552,0.19,0.15,0.17,0.05
3553,0.31,0.21,0,0.04
3554,0.28,0.22,0,0.07
3555,0.28,0.19,0,0.09
3556,0.4,0.12,0,0.05
3557,0.19,0.31,0,0.06
3558,0.09,0.4,0,0.07
3559,0.21,0.22,0.05,0.09
3560,0.24,0.28,0,0.05
3561,0.11,0.08,0.34,0.04
3562,0.44,0.11,0,0.02
3563,0.23,0.18,0.09,0.06
3564,0.26,0.04,0.24,0.03
3565,0.4,0.15,0,0.01
3566,0.4,0.15,0,0.01
3567,0.28,0.22,0,0.07
3568,0.4,0.15,0,0.01
3569,0.28,0.22,0,0.07
3570,0.31,0.11,0.13,0.01
3571,0.4,0.14,0,0.02
3572,0.28,0.22,0,0.07
3573,0.31,0.21,0,0.04
3574,0.28,0.21,0,0.07
3575,0.41,0.08,0,0.07
3576,0.4,0.15,0,0.01
3577,0.28,0.21,0,0.07
3578,0.27,0.05,0.22,0.03
3579,0.28,0.21,0,0.07
3580,0.31,0.21,0,0.04
3581,0.32,0.19,0,0.05
3582,0.28,0.21,0,0.07
3583,0.39,0.15,0,0.02
3584,0.28,0.22,0,0.06
3585,0.27,0.21,0,0.07
3586,0.4,0.15,0,0.01
3587,0.43,0.11,0,0.02
3588,0.31,0.21,0,0.04
3589,0.41,0.11,0,0.04
3590,0.49,0.02,0,0.04
3591,0.43,0.11,0,0.02
3592,0.39,0.09,0.07,0.01
3593,0.09,0.02,0.45,0
3594,0.27,0.21,0,0.07
3595,0.26,0.14,0.12,0.04
3596,0.15,0.12,0.26,0.04
3597,0.44,0.08,0,0.04
3598,0.13,0.09,0.27,0.06
3599,0.34,0.15,0.01,0.05
3600,0.15,0.35,0,0.07
3601,0,0,0.56,0
3602,0.27,0.21,0,0.07
3603,0.27,0.23,0,0.06
3604,0.27,0.21,0,0.07
3605,0.4,0.15,0,0.01
3606,0.4,0.15,0,0.01
3607,0.39,0.15,0,0.02
3608,0.32,0.18,0,0.05
3609,0.17,0.24,0,0.14
3610,0.27,0.21,0,0.07
3611,0,0,0.56,0
3612,0.49,0.02,0,0.04
3613,0.52,0.02,0,0.02
3614,0,0,0.56,0
3615,0.28,0.23,0,0.04
3616,0.48,0.04,0,0.04
3617,0.18,0.09,0.22,0.06
3618,0.27,0.23,0,0.06
3619,0.24,0.26,0,0.06
3620,0.27,0.21,0,0.07
3621,0.37,0.02,0.14,0.03
3622,0.5,0.02,0,0.03
3623,0.51,0,0,0.04
3624,0.27,0.21,0,0.07
3625,0.18,0.36,0,0.02
3626,0.42,0.12,0,0.01
3627,0.39,0.08,0.02,0.06
3628,0.37,0.14,0,0.05
3629,0.27,0.18,0.06,0.04
3630,0.15,0.2,0.14,0.07
3631,0.31,0.21,0,0.04
3632,0.41,0.11,0,0.04
3633,0.35,0.16,0,0.05
3634,0.27,0.21,0,0.07
3635,0.34,0.01,0.15,0.06
3636,0.35,0.13,0,0.08
3637,0.42,0.11,0,0.02
3638,0,0,0.55,0
3639,0.22,0.28,0,0.05
3640,0.24,0.22,0,0.09
3641,0.4,0.13,0,0.02
3642,0,0,0.52,0.04
3643,0,0,0.55,0
3644,0.3,0.17,0,0.07
3645,0.52,0.03,0,0.01
3646,0.31,0.21,0,0.04
3647,0.52,0,0,0.04
3648,0.31,0.21,0,0.04
3649,0,0,0.55,0
3650,0,0,0.55,0
3651,0.21,0.16,0.12,0.05
3652,0.27,0.21,0,0.07
3653,0.29,0.15,0.04,0.07
3654,0.32,0.16,0.03,0.05
3655,0.47,0.04,0,0.04
3656,0.18,0.27,0,0.1
3657,0.33,0.22,0,0
3658,0.17,0.33,0,0.05
3659,0,0,0.55,0
3660,0.5,0.01,0,0.05
3661,0.51,0,0,0.04
3662,0.51,0,0,0.04
3663,0.34,0.18,0,0.02
3664,0.22,0.08,0.24,0.01
3665,0.31,0.21,0,0.04
3666,0.2,0.25,0.02,0.09
3667,0.31,0.21,0,0.04
3668,0,0,0.51,0.04
3669,0,0,0.55,0
3670,0.4,0.13,0,0.02
3671,0,0,0.55,0
3672,0.18,0.21,0.07,0.08
3673,0.39,0.15,0,0.01
3674,0,0,0.55,0
3675,0.3,0.19,0,0.05
3676,0.31,0,0.21,0.03
3677,0.49,0.02,0,0.04
3678,0.39,0.15,0,0.01
3679,0.11,0.05,0.36,0.02
3680,0.29,0.2,0.02,0.04
3681,0.39,0.14,0,0.02
3682,0.45,0.02,0,0.07
3683,0.22,0.24,0.03,0.05
3684,0.51,0,0,0.04
3685,0.27,0.21,0,0.07
3686,0.3,0.21,0,0.04
3687,0.4,0.12,0,0.02
3688,0.26,0.08,0.13,0.07
3689,0.12,0.32,0,0.1
3690,0.36,0,0,0.19
3691,0,0.06,0,0.48
3692,0.49,0.02,0,0.04
3693,0.46,0.03,0.01,0.05
3694,0.4,0.12,0,0.02
3695,0.16,0.35,0,0.04
3696,0,0,0.54,0
3697,0,0,0.54,0
3698,0.4,0.03,0.08,0.04
3699,0.29,0.17,0.04,0.05
3700,0.07,0.4,0,0.07
3701,0.42,0.11,0,0.02
3702,0.11,0.27,0.02,0.14
3703,0.27,0.21,0,0.07
3704,0.4,0.08,0.03,0.04
3705,0.08,0.33,0.01,0.11
3706,0.25,0.2,0,0.08
3707,0.14,0.11,0.25,0.04
3708,0.39,0.14,0,0.01
3709,0.15,0.3,0,0.09
3710,0,0.14,0.38,0.02
3711,0,0,0.54,0
3712,0.29,0.21,0,0.05
3713,0.13,0.24,0.1,0.07
3714,0.25,0.23,0,0.06
3715,0.26,0.21,0,0.07
3716,0.42,0.09,0,0.04
3717,0.43,0.1,0,0.02
3718,0.5,0.03,0,0.01
3719,0.43,0.1,0,0.01
3720,0.11,0.39,0,0.03
3721,0,0,0.54,0
3722,0.39,0.1,0.01,0.04
3723,0.21,0.13,0.13,0.06
3724,0.09,0.06,0.35,0.04
3725,0.29,0.08,0.16,0.01
3726,0,0,0.54,0
3727,0.24,0.23,0,0.06
3728,0,0,0.5,0.04
3729,0.4,0.1,0,0.04
3730,0.12,0.16,0.18,0.09
3731,0.28,0.21,0,0.05
3732,0.51,0,0,0.03
3733,0.33,0.03,0.15,0.03
3734,0.13,0.29,0.01,0.11
3735,0.22,0.23,0,0.09
3736,0.39,0.14,0,0.01
3737,0.32,0.17,0,0.05
3738,0.42,0.11,0,0.01
3739,0.35,0.14,0,0.05
3740,0.46,0.06,0,0.02
3741,0.42,0.08,0,0.04
3742,0.39,0.01,0.1,0.04
3743,0,0,0.54,0
3744,0.26,0.21,0,0.07
3745,0,0.05,0.48,0
3746,0.45,0.02,0,0.07
3747,0.3,0.2,0,0.04
3748,0.14,0.32,0,0.08
3749,0.32,0.17,0,0.04
3750,0.5,0.03,0,0.01
3751,0.04,0.01,0.48,0
3752,0.26,0.2,0,0.07
3753,0.26,0.2,0,0.07
3754,0.22,0.05,0.24,0.03
3755,0.41,0.11,0,0.01
3756,0.26,0.2,0,0.07
3757,0.13,0.37,0,0.04
3758,0,0,0.53,0
3759,0.21,0.27,0,0.05
3760,0.26,0.2,0,0.07
3761,0.07,0.05,0.38,0.03
3762,0.45,0.02,0,0.07
3763,0.49,0,0,0.04
3764,0.26,0.2,0,0.07
3765,0.25,0.07,0.17,0.05
3766,0.15,0.07,0.27,0.05
3767,0.26,0.2,0,0.07
3768,0.38,0.14,0,0.01
3769,0.44,0.02,0,0.07
3770,0.3,0.2,0,0.03
3771,0.26,0.2,0,0.07
3772,0.4,0.11,0,0.02
3773,0.18,0,0.33,0.02
3774,0.26,0.21,0,0.06
3775,0.26,0.2,0,0.07
3776,0.3,0.2,0,0.03
3777,0.26,0.2,0,0.07
3778,0.4,0.11,0,0.02
3779,0.3,0.2,0,0.03
3780,0.28,0.19,0.02,0.04
3781,0.39,0.1,0,0.04
3782,0,0,0.53,0
3783,0,0,0.53,0
3784,0,0,0.53,0
3785,0.34,0.17,0,0.02
3786,0.09,0.32,0,0.12
3787,0.23,0.14,0.12,0.04
3788,0.32,0.19,0,0.01
3789,0.12,0.26,0.02,0.14
3790,0.32,0.19,0,0.02
3791,0.16,0.28,0,0.09
3792,0.26,0.2,0,0.07
3793,0.31,0.19,0,0.03
3794,0.26,0.2,0,0.07
3795,0.2,0.27,0.02,0.05
3796,0.43,0.09,0,0.01
3797,0.48,0,0,0.04
3798,0.35,0.1,0,0.08
3799,0.41,0.11,0,0.01
3800,0.27,0.21,0,0.05
3801,0.5,0,0,0.03
3802,0,0,0.49,0.03
3803,0.23,0.2,0.01,0.08
3804,0.32,0.15,0,0.05
3805,0.28,0.2,0,0.05
3806,0.17,0.26,0,0.1
3807,0.48,0,0,0.04
3808,0.08,0.29,0,0.16
3809,0.26,0.2,0,0.07
3810,0.41,0.11,0,0.01
3811,0.26,0.2,0,0.07
3812,0.44,0.02,0,0.07
3813,0.2,0.2,0,0.13
3814,0,0,0.53,0
3815,0.48,0.01,0,0.04
3816,0.28,0.17,0,0.08
3817,0.3,0.03,0.16,0.03
3818,0.35,0.13,0,0.05
3819,0.22,0.16,0.04,0.1
3820,0.49,0.03,0,0
3821,0.49,0.03,0,0
3822,0,0,0.49,0.03
3823,0.26,0.2,0,0.07
3824,0.24,0.09,0.19,0.01
3825,0,0,0.52,0
3826,0.47,0.01,0,0.04
3827,0.29,0.2,0,0.03
3828,0.46,0.01,0.02,0.04
3829,0,0,0.52,0
3830,0.37,0.11,0,0.04
3831,0.09,0.37,0,0.07
3832,0.45,0.04,0,0.04
3833,0.46,0.02,0,0.05
3834,0.13,0,0,0.39
3835,0.29,0.2,0,0.03
3836,0.47,0,0,0.04
3837,0.29,0.2,0,0.03
3838,0.44,0.04,0,0.04
3839,0.18,0.14,0.16,0.05
3840,0.26,0.2,0,0.07
3841,0.39,0.11,0,0.02
3842,0.18,0.08,0.22,0.04
3843,0.46,0,0.02,0.04
3844,0.35,0.12,0,0.06
3845,0.29,0.2,0,0.03
3846,0.28,0.07,0.16,0.01
3847,0.29,0.2,0,0.03
3848,0.15,0.07,0.28,0.02
3849,0.12,0.08,0.28,0.03
3850,0.17,0.29,0,0.06
3851,0.23,0.24,0,0.05
3852,0.26,0.15,0.01,0.1
3853,0.09,0.32,0,0.11
3854,0.46,0.02,0,0.03
3855,0.21,0.21,0,0.09
3856,0.17,0.13,0.18,0.04
3857,0,0,0.52,0
3858,0.25,0.19,0.02,0.06
3859,0.44,0.04,0,0.04
3860,0.25,0.2,0,0.07
3861,0.38,0.12,0,0.02
3862,0.37,0.14,0,0.01
3863,0.36,0.04,0.08,0.04
3864,0.47,0,0.01,0.04
3865,0.25,0.2,0,0.07
3866,0.1,0.07,0.31,0.03
3867,0,0,0.52,0
3868,0.25,0.2,0,0.07
3869,0.37,0.14,0,0.01
3870,0.37,0.14,0,0.01
3871,0.48,0,0,0.04
3872,0.17,0.11,0.2,0.03
3873,0.46,0.05,0,0
3874,0.35,0.12,0,0.05
3875,0.38,0.11,0,0.02
3876,0.29,0.19,0,0.03
3877,0.25,0.2,0,0.07
3878,0.46,0.02,0,0.04
3879,0.13,0.1,0.25,0.03
3880,0,0.46,0,0.06
3881,0.29,0.17,0.01,0.04
3882,0.48,0.03,0,0.01
3883,0.25,0.2,0,0.07
3884,0.34,0.13,0,0.04
3885,0.13,0.07,0.27,0.05
3886,0.17,0.25,0,0.09
3887,0.08,0.05,0.35,0.03
3888,0.35,0.12,0,0.04
3889,0.25,0.2,0,0.07
3890,0.18,0.29,0,0.04
3891,0.29,0.18,0,0.04
3892,0.12,0.2,0.07,0.12
3893,0.26,0.21,0,0.05
3894,0.17,0.23,0.02,0.09
3895,0.12,0.27,0.06,0.05
3896,0.25,0.21,0,0.05
3897,0,0,0.51,0
3898,0.4,0.1,0,0.01
3899,0,0,0.51,0
3900,0.25,0.2,0,0.07
3901,0.28,0.19,0,0.03
3902,0.47,0,0,0.04
3903,0.46,0.01,0,0.04
3904,0.28,0.03,0.17,0.03
3905,0.18,0.01,0.3,0.02
3906,0.37,0.14,0,0.01
3907,0.36,0.09,0.02,0.04
3908,0.41,0.09,0,0.01
3909,0,0,0.51,0
3910,0.01,0.26,0.22,0.02
3911,0.47,0,0,0.04
3912,0.33,0.13,0,0.05
3913,0.24,0.19,0,0.08
3914,0.45,0.02,0,0.04
3915,0.19,0.23,0,0.09
3916,0.44,0.04,0,0.02
3917,0,0,0.48,0.03
3918,0.37,0.14,0,0.01
3919,0.44,0.03,0,0.04
3920,0.15,0.12,0.2,0.04
3921,0.18,0.22,0.02,0.09
3922,0.32,0.04,0.11,0.04
3923,0.08,0.28,0,0.15
3924,0.3,0.16,0,0.05
3925,0.17,0.02,0.3,0.02
3926,0.36,0.03,0.07,0.04
3927,0.42,0.02,0,0.07
3928,0.18,0.21,0,0.12
3929,0.27,0.19,0.01,0.04
3930,0.47,0.01,0,0.03
3931,0.37,0.11,0,0.02
3932,0.25,0.19,0,0.06
3933,0,0,0.51,0
3934,0.42,0.05,0,0.04
3935,0.18,0.24,0,0.08
3936,0,0.42,0,0.09
3937,0.36,0.13,0,0.01
3938,0.26,0.19,0,0.06
3939,0.46,0.01,0,0.04
3940,0.37,0.11,0,0.02
3941,0.25,0.19,0,0.06
3942,0.47,0.03,0,0.01
3943,0.22,0.17,0.05,0.06
3944,0.29,0.17,0,0.05
3945,0.14,0.25,0.02,0.09
3946,0.25,0.19,0,0.06
3947,0.12,0.33,0,0.06
3948,0.28,0.19,0,0.03
3949,0.36,0.13,0,0.01
3950,0.1,0.35,0,0.06
3951,0.45,0.01,0,0.04
3952,0.42,0.02,0,0.07
3953,0.25,0.19,0,0.06
3954,0.23,0.21,0.01,0.05
3955,0.47,0.03,0,0.01
3956,0.27,0.15,0.04,0.04
3957,0.1,0.34,0,0.07
3958,0.31,0.12,0,0.07
3959,0.42,0.06,0,0.02
3960,0.22,0.12,0.11,0.05
3961,0,0,0.5,0
3962,0.14,0.02,0.32,0.02
3963,0.39,0.1,0,0.01
3964,0.28,0.19,0,0.03
3965,0.25,0.19,0,0.06
3966,0.25,0.19,0,0.06
3967,0.25,0.19,0,0.06
3968,0.47,0.03,0,0.01
3969,0.25,0.19,0,0.06
3970,0.25,0.19,0,0.06
3971,0.27,0.19,0,0.04
3972,0.2,0.26,0,0.04
3973,0.34,0.12,0,0.04
3974,0.43,0.03,0,0.04
3975,0.22,0.07,0.18,0.02
3976,0.27,0.11,0.07,0.05
3977,0.46,0,0,0.04
3978,0.4,0.09,0,0.01
3979,0.46,0.01,0,0.04
3980,0.24,0.19,0,0.06
3981,0.13,0.05,0.31,0.01
3982,0.27,0.04,0.17,0.02
3983,0,0,0.5,0
3984,0.27,0.18,0,0.05
3985,0.45,0.01,0,0.04
3986,0.41,0.02,0.03,0.04
3987,0.28,0.19,0,0.03
3988,0.3,0.1,0.08,0.02
3989,0.11,0.07,0.29,0.03
3990,0.11,0.25,0.01,0.13
3991,0.24,0.19,0,0.06
3992,0.2,0.22,0,0.08
3993,0.24,0.19,0,0.06
3994,0.29,0.16,0,0.04
3995,0.41,0.02,0,0.07
3996,0.47,0,0,0.03
3997,0.22,0.24,0,0.04
3998,0.46,0,0,0.04
3999,0.11,0.08,0.28,0.03
4000,0.28,0.17,0,0.05
4001,0.29,0.16,0,0.05
4002,0.38,0.1,0,0.01
4003,0.24,0.19,0,0.06
4004,0,0,0.5,0
4005,0.09,0.07,0.32,0.03
4006,0.24,0.19,0,0.06
4007,0.36,0.13,0,0.01
4008,0,0,0.5,0
4009,0,0,0.46,0.03
4010,0.41,0.02,0,0.07
4011,0.41,0.01,0,0.07
4012,0.21,0.2,0,0.08
4013,0.24,0.19,0,0.06
4014,0.25,0.2,0.01,0.04
4015,0.46,0.03,0,0.01
4016,0.24,0.19,0,0.06
4017,0.46,0.03,0,0.01
4018,0.46,0.03,0,0.01
4019,0.19,0.15,0.12,0.03
4020,0.46,0,0,0.04
4021,0.3,0.12,0.03,0.04
4022,0.16,0.17,0.13,0.03
4023,0.26,0.15,0.05,0.04
4024,0.44,0.02,0,0.04
4025,0.35,0.13,0,0.01
4026,0.21,0.2,0,0.08
4027,0.46,0.03,0,0.01
4028,0,0,0.49,0
4029,0.09,0.29,0,0.11
