Game,Team,Opp,W/L,R,RA,D/N,Att,Team,HR Count
18,SFG,COL,L,3,12,N,39239,SF,1
18,STL,MIL,W,4,1,N,30865,STL,1
19,TBR,HOU,W,6,3,N,17008,TB,0
18,TEX,KCR,W,2,1,N,41446,TEX,1
17,TOR,LAA,L,4,5,N,41345,TOR,2
17,WSN,NYM,W,3,1,D,42145,WSH,0
20,ARI,LAD,L,2,6,D,28704,ARI,1
18,ATL,PHI,L,2,5,D,28632,ATL,1
17,BAL,BOS,L,2,6,D,35522,BAL,0
19,BOS,BAL,W,6,2,D,35522,BOS,3
18,CHC,CIN,L,5,7,D,32670,CHC,1
17,CHW,CLE,W,6,2,D,24444,CHW,0
19,CIN,CHC,W,7,5,D,32670,CIN,1
18,CLE,CHW,L,2,6,D,24444,CLE,1
19,COL,SFG,W,8,0,D,42011,COL,1
18,DET,MIN,W,13,4,D,26713,DET,2
19,HOU,TBR,W,6,4,D,15548,HOU,2
18,KCR,TEX,L,2,5,D,37177,KC,2
20,LAA,TOR,L,2,6,D,35034,LAA,0
19,LAD,ARI,W,6,2,D,28704,LAD,1
18,MIA,SDP,W,7,3,D,26070,MIA,1
20,MIL,STL,L,4,6,D,31158,MIL,1
18,MIN,DET,L,4,13,D,26713,MIN,2
19,NYM,WSN,L,3,6,N,27044,NYM,2
18,NYY,PIT,L,1,2,D,27840,NYY,1
19,OAK,SEA,L,1,11,D,24165,OAK,0
18,PHI,ATL,W,5,2,D,28632,PHI,3
18,PIT,NYY,W,2,1,D,27840,PIT,0
20,SDP,MIA,L,3,7,D,26070,SD,1
20,SEA,OAK,W,11,1,D,24165,SEA,2
19,SFG,COL,L,0,8,D,42011,SF,0
19,STL,MIL,W,6,4,D,31158,STL,0
20,TBR,HOU,L,4,6,D,15548,TB,1
19,TEX,KCR,W,5,2,D,37177,TEX,2
18,TOR,LAA,W,6,2,D,35034,TOR,3
18,WSN,NYM,W,6,3,N,27044,WSH,2
21,ARI,SDP,W,7,6,N,14758,ARI,2
18,BAL,TBR,W,6,3,N,11142,BAL,3
19,CHC,PIT,W,14,3,N,13445,CHC,1
18,CHW,KCR,W,12,1,N,11484,CHW,1
20,CIN,MIL,L,7,11,N,23943,CIN,1
20,COL,WSN,W,8,4,N,23019,COL,2
19,KCR,CHW,L,1,12,N,11484,KC,0
21,LAA,TOR,W,2,1,N,25304,LAA,0
20,LAD,SFG,L,1,2,N,41399,LAD,0
21,MIL,CIN,W,11,7,N,23943,MIL,3
19,MIN,TEX,W,3,2,N,19027,MIN,0
19,PIT,CHC,L,3,14,N,13445,PIT,0
21,SDP,ARI,L,6,7,N,14758,SD,2
20,SFG,LAD,W,2,1,N,41399,SF,0
21,TBR,BAL,L,3,6,N,11142,TB,1
20,TEX,MIN,L,2,3,N,19027,TEX,0
19,TOR,LAA,L,1,2,N,25304,TOR,1
19,WSN,COL,L,4,8,N,23019,WSH,1
22,ARI,SDP,W,9,3,N,17531,ARI,2
19,BAL,TBR,L,0,2,N,11472,BAL,0
20,CHC,PIT,W,1,0,N,15326,CHC,0
19,CHW,KCR,W,10,5,N,14591,CHW,0
21,CIN,MIL,L,1,9,N,28449,CIN,1
19,CLE,HOU,L,2,4,N,14581,CLE,2
21,COL,WSN,L,12,15,N,21340,COL,4
19,DET,SEA,W,19,9,N,22728,DET,4
20,HOU,CLE,W,4,2,N,14581,HOU,0
20,KCR,CHW,L,5,10,N,14591,KC,2
22,LAA,OAK,W,2,1,N,30124,LAA,1
21,LAD,SFG,W,2,1,N,41329,LAD,0
22,MIL,CIN,W,9,1,N,28449,MIL,2
20,MIN,TEX,W,8,1,N,20568,MIN,2
20,OAK,LAA,L,1,2,N,30124,OAK,1
20,PIT,CHC,L,0,1,N,15326,PIT,0
22,SDP,ARI,L,3,9,N,17531,SD,1
21,SEA,DET,L,9,19,N,22728,SEA,3
21,SFG,LAD,L,1,2,N,41329,SF,0
20,STL,TOR,L,5,6,N,40223,STL,1
22,TBR,BAL,W,2,0,N,11472,TB,0
21,TEX,MIN,L,1,8,N,20568,TEX,1
20,TOR,STL,W,6,5,N,40223,TOR,0
20,WSN,COL,W,15,12,N,21340,WSH,1
23,ARI,SDP,L,5,8,N,12215,ARI,0
19,ATL,NYM,W,8,2,N,22819,ATL,0
20,BAL,TBR,W,5,4,N,16289,BAL,0
20,BOS,NYY,L,1,3,N,32072,BOS,0
21,CHC,PIT,L,5,6,N,16904,CHC,1
20,CHW,KCR,W,5,2,D,18218,CHW,2
22,CIN,MIL,L,4,9,D,19062,CIN,4
20,CLE,HOU,W,7,6,N,16052,CLE,0
22,COL,WSN,L,4,11,N,22461,COL,0
20,DET,SEA,L,0,8,N,23327,DET,0
21,HOU,CLE,L,6,7,N,16052,HOU,2
21,KCR,CHW,L,2,5,D,18218,KC,0
23,LAA,OAK,W,8,5,N,30248,LAA,0
22,LAD,SFG,L,3,4,N,41573,LAD,1
19,MIA,PHI,L,4,7,N,26191,MIA,1
23,MIL,CIN,W,9,4,D,19062,MIL,1
21,MIN,TEX,L,3,14,N,22365,MIN,1
20,NYM,ATL,L,2,8,N,22819,NYM,0
19,NYY,BOS,W,3,1,N,32072,NYY,1
21,OAK,LAA,L,5,8,N,30248,OAK,2
19,PHI,MIA,W,7,4,N,26191,PHI,3
21,PIT,CHC,W,6,5,N,16904,PIT,2
23,SDP,ARI,W,8,5,N,12215,SD,3
22,SEA,DET,W,8,0,N,23327,SEA,2
22,SFG,LAD,W,4,3,N,41573,SF,2
23,TBR,BAL,L,4,5,N,16289,TB,2
22,TEX,MIN,W,14,3,N,22365,TEX,2
21,WSN,COL,W,11,4,N,22461,WSH,3
24,ARI,SDP,W,6,2,N,15452,ARI,3
20,ATL,NYM,W,7,5,D,23243,ATL,1
21,BOS,NYY,L,0,3,N,34054,BOS,0
21,CLE,HOU,W,4,3,N,14452,CLE,3
23,COL,WSN,L,5,16,D,34929,COL,1
21,DET,SEA,L,1,2,D,25325,DET,0
22,HOU,CLE,L,3,4,N,14452,HOU,1
24,LAA,OAK,W,2,1,N,37603,LAA,0
23,LAD,SFG,W,5,1,D,41580,LAD,1
20,MIA,PHI,L,2,3,D,22180,MIA,0
21,NYM,ATL,L,5,7,D,23243,NYM,1
20,NYY,BOS,W,3,0,N,34054,NYY,0
22,OAK,LAA,L,1,2,N,37603,OAK,0
20,PHI,MIA,W,3,2,D,22180,PHI,0
24,SDP,ARI,L,2,6,N,15452,SD,1
23,SEA,DET,W,2,1,D,25325,SEA,0
23,SFG,LAD,L,1,5,D,41580,SF,0
21,STL,TOR,W,8,4,D,40099,STL,2
22,STL,TOR,W,6,4,N,40035,STL,1
21,TOR,STL,L,4,8,D,40099,TOR,1
22,TOR,STL,L,4,6,N,40035,TOR,1
22,WSN,COL,W,16,5,D,34929,WSH,3
25,ARI,COL,L,1,3,N,19300,ARI,0
21,ATL,MIL,W,10,8,N,26453,ATL,1
21,BAL,NYY,L,11,14,N,36912,BAL,3
22,BOS,CHC,W,5,4,N,37054,BOS,1
22,CHC,BOS,L,4,5,N,37054,CHC,2
21,CHW,DET,W,7,3,N,26049,CHW,3
23,CIN,STL,L,5,7,N,42722,CIN,2
22,CLE,SEA,L,1,3,N,20842,CLE,1
24,COL,ARI,W,3,1,N,19300,COL,1
22,DET,CHW,L,3,7,N,26049,DET,0
23,HOU,OAK,W,9,4,N,28472,HOU,1
22,KCR,MIN,L,4,6,N,27911,KC,2
25,LAA,TEX,W,6,3,N,28968,LAA,3
24,LAD,PHI,W,5,3,N,46729,LAD,0
21,MIA,PIT,L,2,12,N,19690,MIA,0
24,MIL,ATL,L,8,10,N,26453,MIL,3
22,MIN,KCR,W,6,4,N,27911,MIN,1
22,NYM,WSN,W,7,5,N,34562,NYM,2
21,NYY,BAL,W,14,11,N,36912,NYY,5
23,OAK,HOU,L,4,9,N,28472,OAK,2
21,PHI,LAD,L,3,5,N,46729,PHI,0
22,PIT,MIA,W,12,2,N,19690,PIT,1
25,SDP,SFG,L,3,4,N,41436,SD,1
24,SEA,CLE,W,3,1,N,20842,SEA,2
24,SFG,SDP,W,4,3,N,41436,SF,1
23,STL,CIN,W,7,5,N,42722,STL,2
24,TBR,TOR,W,7,4,N,36256,TB,4
23,TEX,LAA,L,3,6,N,28968,TEX,0
23,TOR,TBR,L,4,7,N,36256,TOR,1
23,WSN,NYM,L,5,7,N,34562,WSH,3
26,ARI,COL,L,6,7,N,30445,ARI,3
22,ATL,MIL,W,11,3,N,30026,ATL,4
22,BAL,NYY,L,4,12,D,37303,BAL,1
23,BOS,CHC,L,4,7,D,36776,BOS,2
23,CHC,BOS,W,7,4,D,36776,CHC,3
22,CHW,DET,W,6,4,D,36217,CHW,3
23,CLE,SEA,W,4,3,D,21221,CLE,0
25,COL,ARI,W,7,6,N,30445,COL,3
23,DET,CHW,L,4,6,D,36217,DET,1
24,HOU,OAK,L,1,2,N,32147,HOU,1
26,LAA,TEX,L,3,6,N,44597,LAA,0
25,LAD,PHI,W,6,5,N,53110,LAD,5
22,MIA,PIT,L,0,4,N,33152,MIA,0
25,MIL,ATL,L,3,11,N,30026,MIL,0
23,NYM,WSN,W,5,3,D,36501,NYM,3
22,NYY,BAL,W,12,4,D,37303,NYY,4
24,OAK,HOU,W,2,1,N,32147,OAK,2
22,PHI,LAD,L,5,6,N,53110,PHI,2
23,PIT,MIA,W,4,0,N,33152,PIT,1
26,SDP,SFG,W,12,4,N,42862,SD,2
25,SEA,CLE,L,3,4,D,21221,SEA,2
25,SFG,SDP,L,4,12,N,42862,SF,0
25,TBR,TOR,L,1,4,D,42419,TB,0
24,TEX,LAA,W,6,3,N,44597,TEX,2
24,TOR,TBR,W,4,1,D,42419,TOR,1
24,WSN,NYM,L,3,5,D,36501,WSH,1
27,ARI,COL,W,2,0,D,23613,ARI,1
23,ATL,MIL,L,3,4,D,24395,ATL,1
23,BAL,NYY,W,7,4,D,41022,BAL,0
24,BOS,CHC,W,6,2,N,36916,BOS,1
24,CHC,BOS,L,2,6,N,36916,CHC,1
23,CHW,DET,L,3,7,D,26045,CHW,1
24,CIN,STL,W,5,4,D,45282,CIN,0
24,CLE,SEA,W,12,4,D,21824,CLE,2
26,COL,ARI,L,0,2,D,23613,COL,0
24,DET,CHW,W,7,3,D,26045,DET,1
25,HOU,OAK,W,7,2,D,34880,HOU,1
23,KCR,MIN,L,5,7,D,32685,KC,2
27,LAA,TEX,W,5,2,D,39804,LAA,2
26,LAD,PHI,W,5,3,D,48961,LAD,2
23,MIA,PIT,W,10,3,D,26245,MIA,1
26,MIL,ATL,W,4,3,D,24395,MIL,2
23,MIN,KCR,W,7,5,D,32685,MIN,1
24,NYM,WSN,L,5,23,D,36806,NYM,2
23,NYY,BAL,L,4,7,D,41022,NYY,1
25,OAK,HOU,L,2,7,D,34880,OAK,0
23,PHI,LAD,L,3,5,D,48961,PHI,1
24,PIT,MIA,L,3,10,D,26245,PIT,1
27,SDP,SFG,W,5,2,D,41989,SD,2
26,SEA,CLE,L,4,12,D,21824,SEA,1
26,SFG,SDP,L,2,5,D,41989,SF,0
24,STL,CIN,L,4,5,D,45282,STL,0
26,TBR,TOR,L,1,3,D,42986,TB,0
25,TEX,LAA,L,2,5,D,39804,TEX,1
25,TOR,TBR,W,3,1,D,42986,TOR,0
25,WSN,NYM,W,23,5,D,36806,WSH,7
24,ATL,NYM,L,5,7,N,21668,ATL,1
24,BAL,BOS,W,5,2,N,33489,BAL,1
25,BOS,BAL,L,2,5,N,33489,BOS,0
25,CHC,PHI,L,2,10,N,38567,CHC,1
24,CHW,KCR,L,1,6,N,20148,CHW,0
25,CIN,PIT,W,4,3,N,14753,CIN,1
25,CLE,DET,L,1,7,N,22045,CLE,0
25,DET,CLE,W,7,1,N,22045,DET,1
26,HOU,TEX,W,6,2,N,22556,HOU,0
24,KCR,CHW,W,6,1,N,20148,KC,2
27,LAD,SFG,L,3,4,N,44606,LAD,0
24,MIA,TBR,L,2,4,N,16096,MIA,1
27,MIL,STL,W,7,5,N,36339,MIL,2
25,NYM,ATL,W,7,5,N,21668,NYM,2
24,NYY,TOR,L,1,7,N,25566,NYY,0
24,PHI,CHC,W,10,2,N,38567,PHI,3
25,PIT,CIN,L,3,4,N,14753,PIT,3
27,SFG,LAD,W,4,3,N,44606,SF,2
25,STL,MIL,L,5,7,N,36339,STL,4
27,TBR,MIA,W,4,2,N,16096,TB,0
26,TEX,HOU,L,2,6,N,22556,TEX,1
26,TOR,NYY,W,7,1,N,25566,TOR,3
28,ARI,WSN,W,6,3,N,22826,ARI,3
25,ATL,NYM,W,9,7,N,21359,ATL,1
25,BAL,BOS,L,2,5,N,32932,BAL,1
26,BOS,BAL,W,5,2,N,32932,BOS,2
26,CHC,PHI,W,8,3,N,38660,CHC,3
25,CHW,KCR,W,6,0,N,18604,CHW,0
26,CIN,PIT,L,3,12,N,13909,CIN,1
26,CLE,DET,L,2,5,N,21799,CLE,0
27,COL,SDP,L,2,6,N,18910,COL,0
26,DET,CLE,W,5,2,N,21799,DET,1
27,HOU,TEX,W,8,7,N,26208,HOU,3
25,KCR,CHW,L,0,6,N,18604,KC,0
28,LAA,SEA,W,6,4,N,15080,LAA,1
28,LAD,SFG,W,13,5,N,43471,LAD,1
25,MIA,TBR,L,1,3,N,16011,MIA,0
28,MIL,STL,L,1,2,N,38616,MIL,0
24,MIN,OAK,W,9,1,N,18930,MIN,6
26,NYM,ATL,L,7,9,N,21359,NYM,3
25,NYY,TOR,W,11,5,N,30058,NYY,5
26,OAK,MIN,L,1,9,N,18930,OAK,1
25,PHI,CHC,L,3,8,N,38660,PHI,1
26,PIT,CIN,W,12,3,N,13909,PIT,1
28,SDP,COL,W,6,2,N,18910,SD,2
27,SEA,LAA,L,4,6,N,15080,SEA,1
28,SFG,LAD,L,5,13,N,43471,SF,0
26,STL,MIL,W,2,1,N,38616,STL,0
28,TBR,MIA,W,3,1,N,16011,TB,1
27,TEX,HOU,L,7,8,N,26208,TEX,5
27,TOR,NYY,L,5,11,N,30058,TOR,2
26,WSN,ARI,L,3,6,N,22826,WSH,0
29,ARI,WSN,L,1,2,N,23816,ARI,1
26,ATL,NYM,L,5,16,N,22656,ATL,0
26,BAL,BOS,L,2,4,N,33162,BAL,0
27,BOS,BAL,W,4,2,N,33162,BOS,0
27,CHC,PHI,W,5,4,N,39335,CHC,0
26,CHW,KCR,L,1,6,N,22298,CHW,1
27,CIN,PIT,W,7,2,N,14297,CIN,3
27,CLE,DET,W,3,2,N,22663,CLE,0
28,COL,SDP,W,11,3,N,16487,COL,2
27,DET,CLE,L,2,3,N,22663,DET,0
28,HOU,TEX,W,10,1,N,27439,HOU,4
26,KCR,CHW,W,6,1,N,22298,KC,0
29,LAA,SEA,L,7,8,N,13799,LAA,2
29,LAD,SFG,L,1,4,N,50215,LAD,0
26,MIA,TBR,W,10,6,N,12285,MIA,1
25,MIN,OAK,W,7,4,N,18658,MIN,1
27,NYM,ATL,W,16,5,N,22656,NYM,0
26,NYY,TOR,W,8,6,N,35559,NYY,2
27,OAK,MIN,L,4,7,N,18658,OAK,1
26,PHI,CHC,L,4,5,N,39335,PHI,0
27,PIT,CIN,L,2,7,N,14297,PIT,1
29,SDP,COL,L,3,11,N,16487,SD,1
28,SEA,LAA,W,8,7,N,13799,SEA,2
29,SFG,LAD,W,4,1,N,50215,SF,0
29,TBR,MIA,L,6,10,N,12285,TB,1
28,TEX,HOU,L,1,10,N,27439,TEX,0
28,TOR,NYY,L,6,8,N,35559,TOR,1
27,WSN,ARI,W,2,1,N,23816,WSH,0
30,ARI,WSN,L,2,4,D,29496,ARI,2
27,BAL,BOS,W,8,3,N,36563,BAL,1
28,BOS,BAL,L,3,8,N,36563,BOS,1
28,CHC,PHI,W,5,4,D,36394,CHC,1
27,CHW,KCR,W,8,3,D,36525,CHW,2
28,CIN,PIT,W,4,2,D,17896,CIN,0
29,COL,SDP,W,3,2,D,16356,COL,1
29,HOU,TEX,L,4,10,D,27391,HOU,1
27,KCR,CHW,L,3,8,D,36525,KC,0
30,LAA,SEA,L,3,11,N,15915,LAA,0
27,MIA,TBR,L,1,5,N,10118,MIA,0
29,MIL,STL,W,5,4,N,36250,MIL,2
26,MIN,OAK,L,5,8,D,19247,MIN,3
28,OAK,MIN,W,8,5,D,19247,OAK,1
27,PHI,CHC,L,4,5,D,36394,PHI,2
28,PIT,CIN,L,2,4,D,17896,PIT,0
30,SDP,COL,L,2,3,D,16356,SD,0
29,SEA,LAA,W,11,3,N,15915,SEA,1
27,STL,MIL,L,4,5,N,36250,STL,0
30,TBR,MIA,W,5,1,N,10118,TB,2
29,TEX,HOU,W,10,4,D,27391,TEX,3
28,WSN,ARI,W,4,2,D,29496,WSH,0
31,ARI,COL,W,6,3,N,30030,ARI,2
27,ATL,STL,L,0,10,N,34465,ATL,0
28,BAL,CHW,W,4,2,N,20302,BAL,1
29,BOS,MIN,L,3,4,N,28707,BOS,1
29,CHC,NYY,L,2,3,D,40395,CHC,2
28,CHW,BAL,L,2,4,N,20302,CHW,0
29,CIN,SFG,W,13,3,N,22724,CIN,0
28,CLE,KCR,L,1,3,N,25722,CLE,1
30,COL,ARI,L,3,6,N,30030,COL,1
28,DET,OAK,W,7,2,N,17519,DET,0
30,HOU,LAA,W,7,6,N,34556,HOU,2
28,KCR,CLE,W,3,1,N,25722,KC,1
31,LAA,HOU,L,6,7,N,34556,LAA,2
30,LAD,SDP,W,8,2,N,34320,LAD,2
28,MIA,NYM,L,7,8,N,25618,MIA,0
30,MIL,PIT,L,0,4,N,21129,MIL,0
27,MIN,BOS,W,4,3,N,28707,MIN,1
28,NYM,MIA,W,8,7,N,25618,NYM,2
27,NYY,CHC,W,3,2,D,40395,NYY,1
29,OAK,DET,L,2,7,N,17519,OAK,0
28,PHI,WSN,L,2,4,N,20237,PHI,0
29,PIT,MIL,W,4,0,N,21129,PIT,1
31,SDP,LAD,L,2,8,N,34320,SD,0
30,SEA,TEX,L,1,3,N,26938,SEA,1
30,SFG,CIN,L,3,13,N,22724,SF,1
28,STL,ATL,W,10,0,N,34465,STL,2
31,TBR,TOR,L,4,8,N,12461,TB,2
30,TEX,SEA,W,3,1,N,26938,TEX,1
29,TOR,TBR,W,8,4,N,12461,TOR,3
29,WSN,PHI,W,4,2,N,20237,WSH,3
32,ARI,COL,L,1,9,N,36165,ARI,0
28,ATL,STL,L,3,5,N,40706,ATL,1
29,BAL,CHW,W,6,5,N,28718,BAL,2
30,BOS,MIN,W,11,1,D,30859,BOS,3
30,CHC,NYY,L,6,11,N,40735,CHC,0
29,CHW,BAL,L,5,6,N,28718,CHW,2
30,CIN,SFG,W,14,2,N,20213,CIN,3
29,CLE,KCR,W,3,1,D,23743,CLE,2
31,COL,ARI,W,9,1,N,36165,COL,2
29,DET,OAK,L,5,6,N,16651,DET,0
31,HOU,LAA,L,1,2,N,41097,HOU,0
29,KCR,CLE,L,1,3,D,23743,KC,0
32,LAA,HOU,W,2,1,N,41097,LAA,0
31,LAD,SDP,W,10,2,N,36337,LAD,1
29,MIA,NYM,L,3,11,N,33339,MIA,2
31,MIL,PIT,L,1,2,N,22902,MIL,1
28,MIN,BOS,L,1,11,D,30859,MIN,1
29,NYM,MIA,W,11,3,N,33339,NYM,0
28,NYY,CHC,W,11,6,N,40735,NYY,2
30,OAK,DET,W,6,5,N,16651,OAK,3
29,PHI,WSN,L,2,6,N,21298,PHI,1
30,PIT,MIL,W,2,1,N,22902,PIT,0
32,SDP,LAD,L,2,10,N,36337,SD,1
31,SEA,TEX,W,8,2,N,36044,SEA,0
31,SFG,CIN,L,2,14,N,20213,SF,0
29,STL,ATL,W,5,3,N,40706,STL,2
32,TBR,TOR,W,6,1,D,12035,TB,2
31,TEX,SEA,L,2,8,N,36044,TEX,2
30,TOR,TBR,L,1,6,D,12035,TOR,1
30,WSN,PHI,W,6,2,N,21298,WSH,2
33,ARI,COL,L,2,5,D,39175,ARI,0
29,ATL,STL,L,4,6,D,40200,ATL,1
30,BAL,CHW,W,4,0,D,31806,BAL,0
31,BOS,MIN,W,17,6,D,31763,BOS,5
31,CHC,NYY,L,4,5,N,40584,CHC,1
30,CHW,BAL,L,0,4,D,31806,CHW,0
31,CIN,SFG,W,4,0,D,21142,CIN,2
30,CLE,KCR,W,1,0,D,25754,CLE,0
32,COL,ARI,W,5,2,D,39175,COL,3
30,DET,OAK,L,6,8,D,23227,DET,1
32,HOU,LAA,W,5,3,D,38385,HOU,2
30,KCR,CLE,L,0,1,D,25754,KC,0
33,LAA,HOU,L,3,5,D,38385,LAA,2
30,MIA,NYM,W,7,0,D,39197,MIA,3
32,MIL,PIT,W,6,2,D,25108,MIL,3
29,MIN,BOS,L,6,17,D,31763,MIN,1
30,NYM,MIA,L,0,7,D,39197,NYM,0
29,NYY,CHC,W,5,4,N,40584,NYY,1
31,OAK,DET,W,8,6,D,23227,OAK,2
30,PHI,WSN,W,6,5,D,30464,PHI,1
31,PIT,MIL,L,2,6,D,25108,PIT,1
32,SEA,TEX,W,4,3,D,32518,SEA,1
32,SFG,CIN,L,0,4,D,21142,SF,0
30,STL,ATL,W,6,4,D,40200,STL,3
33,TBR,TOR,L,1,2,D,15068,TB,0
32,TEX,SEA,L,3,4,D,32518,TEX,0
31,TOR,TBR,W,2,1,D,15068,TOR,1
31,WSN,PHI,L,5,6,D,30464,WSH,2
31,BAL,WSN,W,6,4,N,23525,BAL,3
32,CIN,NYY,L,4,10,N,25960,CIN,1
31,CLE,TOR,L,2,4,N,40014,CLE,0
31,KCR,TBR,W,7,3,N,12826,KC,1
34,LAA,OAK,L,2,3,N,10292,LAA,1
32,LAD,PIT,W,12,1,N,37314,LAD,2
31,MIA,STL,L,4,9,N,16750,MIA,3
31,NYM,SFG,W,4,3,N,28453,NYM,0
30,NYY,CIN,W,10,4,N,25960,NYY,2
32,OAK,LAA,W,3,2,N,10292,OAK,3
32,PIT,LAD,L,1,12,N,37314,PIT,0
33,SDP,TEX,W,5,1,N,17756,SD,3
33,SFG,NYM,L,3,4,N,28453,SF,2
31,STL,MIA,W,9,4,N,16750,STL,0
34,TBR,KCR,L,3,7,N,12826,TB,1
33,TEX,SDP,L,1,5,N,17756,TEX,1
32,TOR,CLE,W,4,2,N,40014,TOR,1
32,WSN,BAL,L,4,6,N,23525,WSH,1
34,ARI,DET,L,3,7,N,20445,ARI,0
30,ATL,HOU,L,3,8,N,28724,ATL,0
32,BAL,WSN,W,5,4,N,26348,BAL,2
32,BOS,MIL,L,7,11,N,22524,BOS,1
32,CHC,COL,L,4,10,D,34779,CHC,0
33,CHC,COL,W,8,1,N,36563,CHC,2
31,CHW,MIN,L,2,7,N,14498,CHW,0
33,CIN,NYY,W,5,3,N,22035,CIN,0
32,CLE,TOR,W,6,0,N,32688,CLE,1
33,COL,CHC,W,10,4,D,34779,COL,1
34,COL,CHC,L,1,8,N,36563,COL,0
31,DET,ARI,W,7,3,N,20445,DET,2
33,HOU,ATL,W,8,3,N,28724,HOU,3
32,KCR,TBR,W,7,6,N,9921,KC,2
35,LAA,OAK,W,7,3,N,11383,LAA,3
33,LAD,PIT,W,4,3,N,47720,LAD,1
32,MIA,STL,L,5,6,N,17166,MIA,0
33,MIL,BOS,W,11,7,N,22524,MIL,2
30,MIN,CHW,W,7,2,N,14498,MIN,1
32,NYM,SFG,W,6,1,N,29030,NYM,1
31,NYY,CIN,L,3,5,N,22035,NYY,2
33,OAK,LAA,L,3,7,N,11383,OAK,2
31,PHI,SEA,L,9,10,N,31715,PHI,3
33,PIT,LAD,L,3,4,N,47720,PIT,1
34,SDP,TEX,L,0,11,D,14224,SD,0
33,SEA,PHI,W,10,9,N,31715,SEA,2
34,SFG,NYM,L,1,6,N,29030,SF,1
32,STL,MIA,W,6,5,N,17166,STL,0
35,TBR,KCR,L,6,7,N,9921,TB,2
34,TEX,SDP,W,11,0,D,14224,TEX,3
33,TOR,CLE,L,0,6,N,32688,TOR,0
33,WSN,BAL,L,4,5,N,26348,WSH,2
35,ARI,DET,W,7,1,N,18897,ARI,3
31,ATL,HOU,L,2,4,D,23676,ATL,2
33,BAL,WSN,L,6,7,N,32984,BAL,2
33,BOS,MIL,L,4,7,N,23095,BOS,1
34,CHC,COL,L,0,3,D,35213,CHC,0
33,CLE,TOR,L,7,8,N,35115,CLE,0
35,COL,CHC,W,3,0,D,35213,COL,0
32,DET,ARI,L,1,7,N,18897,DET,0
34,HOU,ATL,W,4,2,D,23676,HOU,0
33,KCR,TBR,L,1,12,N,9320,KC,0
36,LAA,OAK,L,1,3,D,11061,LAA,0
34,LAD,PIT,W,5,2,N,40719,LAD,1
33,MIA,STL,L,5,7,N,18614,MIA,2
34,MIL,BOS,W,7,4,N,23095,MIL,0
33,NYM,SFG,L,5,6,D,31066,NYM,1
34,OAK,LAA,W,3,1,D,11061,OAK,1
32,PHI,SEA,L,6,11,D,26697,PHI,3
34,PIT,LAD,L,2,5,N,40719,PIT,1
35,SDP,TEX,L,3,4,N,24350,SD,2
34,SEA,PHI,W,11,6,D,26697,SEA,2
35,SFG,NYM,W,6,5,D,31066,SF,1
33,STL,MIA,W,7,5,N,18614,STL,0
36,TBR,KCR,W,12,1,N,9320,TB,3
35,TEX,SDP,W,4,3,N,24350,TEX,0
34,TOR,CLE,W,8,7,N,35115,TOR,2
34,WSN,BAL,W,7,6,N,32984,WSH,2
36,ARI,PIT,W,2,1,N,17527,ARI,0
34,BOS,MIL,W,4,1,D,26499,BOS,1
32,CHW,MIN,L,6,7,N,16084,CHW,2
34,CIN,SFG,W,3,2,N,41193,CIN,0
36,COL,LAD,W,10,7,N,27265,COL,0
33,DET,LAA,W,7,1,N,30207,DET,2
35,HOU,NYY,W,3,2,N,39050,HOU,1
34,KCR,TBR,W,6,0,D,9340,KC,1
37,LAA,DET,L,1,7,N,30207,LAA,0
35,LAD,COL,L,7,10,N,27265,LAD,1
35,MIL,BOS,L,1,4,D,26499,MIL,0
31,MIN,CHW,W,7,6,N,16084,MIN,3
32,NYY,HOU,L,2,3,N,39050,NYY,0
35,PIT,ARI,L,1,2,N,17527,PIT,1
36,SDP,TEX,L,2,5,N,22405,SD,0
35,SEA,TOR,L,2,7,N,29120,SEA,1
36,SFG,CIN,L,2,3,N,41193,SF,2
37,TBR,KCR,L,0,6,D,9340,TB,0
36,TEX,SDP,W,5,2,N,22405,TEX,2
35,TOR,SEA,W,7,2,N,29120,TOR,2
37,ARI,PIT,W,11,4,N,21911,ARI,2
32,ATL,MIA,W,8,4,N,20052,ATL,1
34,BAL,KCR,L,2,3,N,25467,BAL,0
35,BOS,TBR,L,4,5,N,36496,BOS,0
35,CHC,STL,W,3,2,N,47601,CHC,3
33,CHW,SDP,L,3,6,N,24194,CHW,2
35,CIN,SFG,L,2,3,N,41325,CIN,0
34,CLE,MIN,L,0,1,N,24452,CLE,0
37,COL,LAD,L,2,6,N,40146,COL,0
34,DET,LAA,L,0,7,N,44311,DET,0
36,HOU,NYY,W,5,1,N,41150,HOU,1
35,KCR,BAL,W,3,2,N,25467,KC,1
38,LAA,DET,W,7,0,N,44311,LAA,2
36,LAD,COL,W,6,2,N,40146,LAD,1
34,MIA,ATL,L,4,8,N,20052,MIA,3
36,MIL,NYM,W,7,4,N,28306,MIL,4
32,MIN,CLE,W,1,0,N,24452,MIN,1
34,NYM,MIL,L,4,7,N,28306,NYM,1
33,NYY,HOU,L,1,5,N,41150,NYY,0
35,OAK,TEX,L,2,5,N,35625,OAK,1
36,PIT,ARI,L,4,11,N,21911,PIT,1
37,SDP,CHW,W,6,3,N,24194,SD,2
36,SEA,TOR,L,0,4,N,32865,SEA,0
37,SFG,CIN,W,3,2,N,41325,SF,2
34,STL,CHC,L,2,3,N,47601,STL,1
