Entity,Code,Year,Avocados | 00000572 || Production | 005510 || tonnes
Small Island Developing States (FAO),,1985,217003
Small Island Developing States (FAO),,1986,221820
Small Island Developing States (FAO),,1987,216076
Small Island Developing States (FAO),,1988,206446
Small Island Developing States (FAO),,1989,218502
Small Island Developing States (FAO),,1990,87025
Small Island Developing States (FAO),,1991,93152.41
Small Island Developing States (FAO),,1992,78139.83
Small Island Developing States (FAO),,1993,79631.6
Small Island Developing States (FAO),,1994,93377.62
Small Island Developing States (FAO),,1995,112546.44
Small Island Developing States (FAO),,1996,77339.21
Small Island Developing States (FAO),,1997,98825.85
Small Island Developing States (FAO),,1998,124324.11
Small Island Developing States (FAO),,1999,134935.97
Small Island Developing States (FAO),,2000,145386.4
Small Island Developing States (FAO),,2001,172175.27
Small Island Developing States (FAO),,2002,214719.72
Small Island Developing States (FAO),,2003,342435.34
Small Island Developing States (FAO),,2004,287476.6
Small Island Developing States (FAO),,2005,184008.02
Small Island Developing States (FAO),,2006,288217.88
Small Island Developing States (FAO),,2007,258523.23
Small Island Developing States (FAO),,2008,250862.66
Small Island Developing States (FAO),,2009,257601.6
Small Island Developing States (FAO),,2010,365883.25
Small Island Developing States (FAO),,2011,383794.75
Small Island Developing States (FAO),,2012,387260.7
Small Island Developing States (FAO),,2013,493033.7
Small Island Developing States (FAO),,2014,628274.1
Small Island Developing States (FAO),,2015,732325.25
Small Island Developing States (FAO),,2016,971662.44
Small Island Developing States (FAO),,2017,960455.44
Small Island Developing States (FAO),,2018,924817.1
Small Island Developing States (FAO),,2019,890775.5
Small Island Developing States (FAO),,2020,825070.8
Small Island Developing States (FAO),,2021,902652.75
South Africa,ZAF,1961,4733
South Africa,ZAF,1962,5412
South Africa,ZAF,1963,4054
South Africa,ZAF,1964,4553
South Africa,ZAF,1965,4152
South Africa,ZAF,1966,4011
South Africa,ZAF,1967,5891
South Africa,ZAF,1968,6150
South Africa,ZAF,1969,8747
South Africa,ZAF,1970,7757
South Africa,ZAF,1971,8729
South Africa,ZAF,1972,9587
South Africa,ZAF,1973,12112
South Africa,ZAF,1974,13254
South Africa,ZAF,1975,14760
South Africa,ZAF,1976,17140
South Africa,ZAF,1977,18971
South Africa,ZAF,1978,18284
South Africa,ZAF,1979,20162
South Africa,ZAF,1980,20283
South Africa,ZAF,1981,21135
South Africa,ZAF,1982,21967
South Africa,ZAF,1983,26581
South Africa,ZAF,1984,22132
South Africa,ZAF,1985,25506
South Africa,ZAF,1986,32553
South Africa,ZAF,1987,38270
South Africa,ZAF,1988,41217
South Africa,ZAF,1989,41004
South Africa,ZAF,1990,51808
South Africa,ZAF,1991,48565
South Africa,ZAF,1992,42234
South Africa,ZAF,1993,37763
South Africa,ZAF,1994,48418
South Africa,ZAF,1995,45428
South Africa,ZAF,1996,53801
South Africa,ZAF,1997,44586
South Africa,ZAF,1998,92161
South Africa,ZAF,1999,55793
South Africa,ZAF,2000,81006
South Africa,ZAF,2001,51942
South Africa,ZAF,2002,84720
South Africa,ZAF,2003,63265
South Africa,ZAF,2004,56869
South Africa,ZAF,2005,105931
South Africa,ZAF,2006,61404
South Africa,ZAF,2007,65209
South Africa,ZAF,2008,83534
South Africa,ZAF,2009,76726
South Africa,ZAF,2010,83204
South Africa,ZAF,2011,75765
South Africa,ZAF,2012,91603
South Africa,ZAF,2013,83718
South Africa,ZAF,2014,107176
South Africa,ZAF,2015,86189
South Africa,ZAF,2016,89546
South Africa,ZAF,2017,63045
South Africa,ZAF,2018,127568
South Africa,ZAF,2019,83623
South Africa,ZAF,2020,84775
South Africa,ZAF,2021,82677
South America,,1961,205970
South America,,1962,230602
South America,,1963,240812
South America,,1964,243182
South America,,1965,256514
South America,,1966,273519
South America,,1967,287401
South America,,1968,314797
South America,,1969,330516
South America,,1970,359693
South America,,1971,371896
South America,,1972,410411
South America,,1973,351966
South America,,1974,366849
South America,,1975,366121
South America,,1976,365754
South America,,1977,372580
South America,,1978,341176
South America,,1979,346936
South America,,1980,342484
South America,,1981,356176
South America,,1982,372048
South America,,1983,376188
South America,,1984,382467
South America,,1985,354768
South America,,1986,375404
South America,,1987,370313
South America,,1988,392128
South America,,1989,409855
South America,,1990,395239
South America,,1991,404111
South America,,1992,421831
South America,,1993,408283
South America,,1994,389677.34
South America,,1995,374493
South America,,1996,409516.75
South America,,1997,441098.94
South America,,1998,411458
South America,,1999,491255.47
South America,,2000,492103.22
South America,,2001,579663.7
South America,,2002,640944
South America,,2003,638750.6
South America,,2004,704998.9
South America,,2005,716350.3
South America,,2006,782813.75
South America,,2007,811930
South America,,2008,710447.8
South America,,2009,837900.6
South America,,2010,845911.6
South America,,2011,904054.25
South America,,2012,1014590.7
South America,,2013,1071398.8
South America,,2014,1142715.1
South America,,2015,1199366.8
South America,,2016,1305408.9
South America,,2017,1390136
South America,,2018,1498252.1
South America,,2019,1700292.5
South America,,2020,2119738
South America,,2021,2436479
South America (FAO),,1961,205970
South America (FAO),,1962,230602
South America (FAO),,1963,240812
South America (FAO),,1964,243182
South America (FAO),,1965,256514
South America (FAO),,1966,273519
South America (FAO),,1967,287401
South America (FAO),,1968,314797
South America (FAO),,1969,330516
South America (FAO),,1970,359693
South America (FAO),,1971,371896
South America (FAO),,1972,410411
South America (FAO),,1973,351966
South America (FAO),,1974,366849
South America (FAO),,1975,366121
South America (FAO),,1976,365754
South America (FAO),,1977,372580
South America (FAO),,1978,341176
South America (FAO),,1979,346936
South America (FAO),,1980,342484
South America (FAO),,1981,356176
South America (FAO),,1982,372048
South America (FAO),,1983,376188
South America (FAO),,1984,382467
South America (FAO),,1985,354768
South America (FAO),,1986,375404
South America (FAO),,1987,370313
South America (FAO),,1988,392128
South America (FAO),,1989,409855
South America (FAO),,1990,395239
South America (FAO),,1991,404111
South America (FAO),,1992,421831
South America (FAO),,1993,408283
South America (FAO),,1994,389677.34
South America (FAO),,1995,374493
South America (FAO),,1996,409516.75
South America (FAO),,1997,441098.94
South America (FAO),,1998,411458
South America (FAO),,1999,491255.47
South America (FAO),,2000,492103.22
South America (FAO),,2001,579663.7
South America (FAO),,2002,640944
South America (FAO),,2003,638750.6
South America (FAO),,2004,704998.9
South America (FAO),,2005,716350.3
South America (FAO),,2006,782813.75
South America (FAO),,2007,811930
South America (FAO),,2008,710447.8
South America (FAO),,2009,837900.6
South America (FAO),,2010,845911.6
South America (FAO),,2011,904054.25
South America (FAO),,2012,1014590.7
South America (FAO),,2013,1071398.8
South America (FAO),,2014,1142715.1
South America (FAO),,2015,1199366.8
South America (FAO),,2016,1305408.9
South America (FAO),,2017,1390136
South America (FAO),,2018,1498252.1
South America (FAO),,2019,1700292.5
South America (FAO),,2020,2119738
South America (FAO),,2021,2436479
South-eastern Asia (FAO),,1961,43320
South-eastern Asia (FAO),,1962,43000
South-eastern Asia (FAO),,1963,43900
South-eastern Asia (FAO),,1964,49423
South-eastern Asia (FAO),,1965,50885
South-eastern Asia (FAO),,1966,65885
South-eastern Asia (FAO),,1967,66961
South-eastern Asia (FAO),,1968,64381
South-eastern Asia (FAO),,1969,55179
South-eastern Asia (FAO),,1970,51090
South-eastern Asia (FAO),,1971,43189
South-eastern Asia (FAO),,1972,56663
South-eastern Asia (FAO),,1973,57414
South-eastern Asia (FAO),,1974,75200
South-eastern Asia (FAO),,1975,76918
South-eastern Asia (FAO),,1976,67980
South-eastern Asia (FAO),,1977,85674
South-eastern Asia (FAO),,1978,74260
South-eastern Asia (FAO),,1979,66525
South-eastern Asia (FAO),,1980,73876
South-eastern Asia (FAO),,1981,97492
South-eastern Asia (FAO),,1982,76389
South-eastern Asia (FAO),,1983,66700
South-eastern Asia (FAO),,1984,79661
South-eastern Asia (FAO),,1985,83432
South-eastern Asia (FAO),,1986,92982
South-eastern Asia (FAO),,1987,78871
South-eastern Asia (FAO),,1988,84114
South-eastern Asia (FAO),,1989,85302
South-eastern Asia (FAO),,1990,112592
South-eastern Asia (FAO),,1991,137542.92
South-eastern Asia (FAO),,1992,140202.56
South-eastern Asia (FAO),,1993,139924.94
South-eastern Asia (FAO),,1994,149229.4
South-eastern Asia (FAO),,1995,210002.28
South-eastern Asia (FAO),,1996,190522.44
South-eastern Asia (FAO),,1997,174455.7
South-eastern Asia (FAO),,1998,168955
South-eastern Asia (FAO),,1999,165300.19
South-eastern Asia (FAO),,2000,184571
South-eastern Asia (FAO),,2001,180107.48
South-eastern Asia (FAO),,2002,277439
South-eastern Asia (FAO),,2003,292683.84
South-eastern Asia (FAO),,2004,254571.36
South-eastern Asia (FAO),,2005,257631.83
South-eastern Asia (FAO),,2006,267680
South-eastern Asia (FAO),,2007,229510
South-eastern Asia (FAO),,2008,271945.66
South-eastern Asia (FAO),,2009,283845
South-eastern Asia (FAO),,2010,249747
South-eastern Asia (FAO),,2011,300505.8
South-eastern Asia (FAO),,2012,319189.66
South-eastern Asia (FAO),,2013,314459.56
South-eastern Asia (FAO),,2014,331623.44
South-eastern Asia (FAO),,2015,406968.84
South-eastern Asia (FAO),,2016,328790.38
South-eastern Asia (FAO),,2017,386902.03
South-eastern Asia (FAO),,2018,511966.8
South-eastern Asia (FAO),,2019,596161.5
South-eastern Asia (FAO),,2020,792522
South-eastern Asia (FAO),,2021,906705.44
Southern Africa (FAO),,1961,4733
Southern Africa (FAO),,1962,5412
Southern Africa (FAO),,1963,4054
Southern Africa (FAO),,1964,4553
Southern Africa (FAO),,1965,4152
Southern Africa (FAO),,1966,4011
Southern Africa (FAO),,1967,5891
Southern Africa (FAO),,1968,6150
Southern Africa (FAO),,1969,8747
Southern Africa (FAO),,1970,7757
Southern Africa (FAO),,1971,8729
Southern Africa (FAO),,1972,9587
Southern Africa (FAO),,1973,12112
Southern Africa (FAO),,1974,13254
Southern Africa (FAO),,1975,14760
Southern Africa (FAO),,1976,17140
Southern Africa (FAO),,1977,18971
Southern Africa (FAO),,1978,18284
Southern Africa (FAO),,1979,20162
Southern Africa (FAO),,1980,20283
Southern Africa (FAO),,1981,21135
Southern Africa (FAO),,1982,21967
Southern Africa (FAO),,1983,26581
Southern Africa (FAO),,1984,22132
Southern Africa (FAO),,1985,25506
Southern Africa (FAO),,1986,32553
Southern Africa (FAO),,1987,38270
Southern Africa (FAO),,1988,41217
Southern Africa (FAO),,1989,41004
Southern Africa (FAO),,1990,51808
Southern Africa (FAO),,1991,48565
Southern Africa (FAO),,1992,42234
Southern Africa (FAO),,1993,37763
Southern Africa (FAO),,1994,48418
Southern Africa (FAO),,1995,45428
Southern Africa (FAO),,1996,53801
Southern Africa (FAO),,1997,44866
Southern Africa (FAO),,1998,92411
Southern Africa (FAO),,1999,55933
Southern Africa (FAO),,2000,81316
Southern Africa (FAO),,2001,52082
Southern Africa (FAO),,2002,84930
Southern Africa (FAO),,2003,63615
Southern Africa (FAO),,2004,57193.51
Southern Africa (FAO),,2005,106211
Southern Africa (FAO),,2006,61904
Southern Africa (FAO),,2007,65859
Southern Africa (FAO),,2008,84284
Southern Africa (FAO),,2009,77456.7
Southern Africa (FAO),,2010,84004
Southern Africa (FAO),,2011,76554.34
Southern Africa (FAO),,2012,92353
Southern Africa (FAO),,2013,84529.38
Southern Africa (FAO),,2014,108009.73
Southern Africa (FAO),,2015,87123.1
Southern Africa (FAO),,2016,90405.74
Southern Africa (FAO),,2017,63913.93
Southern Africa (FAO),,2018,128455.59
Southern Africa (FAO),,2019,84495.08
Southern Africa (FAO),,2020,85651.2
Southern Africa (FAO),,2021,83555.62
Southern Asia (FAO),,1990,0
Southern Asia (FAO),,1991,1389.05
Southern Asia (FAO),,1992,1423.82
Southern Asia (FAO),,1993,1458.59
Southern Asia (FAO),,1994,1493.35
Southern Asia (FAO),,1995,1528.12
Southern Asia (FAO),,1996,1562.89
Southern Asia (FAO),,1997,1597.65
Southern Asia (FAO),,1998,1632.42
Southern Asia (FAO),,1999,1667.19
Southern Asia (FAO),,2000,1701.95
Southern Asia (FAO),,2001,1736.72
Southern Asia (FAO),,2002,1771.49
Southern Asia (FAO),,2003,1806.25
Southern Asia (FAO),,2004,1841.02
Southern Asia (FAO),,2005,1875.79
Southern Asia (FAO),,2006,1910.55
Southern Asia (FAO),,2007,1945.32
Southern Asia (FAO),,2008,1980.09
Southern Asia (FAO),,2009,2014.85
Southern Asia (FAO),,2010,6170.77
Southern Asia (FAO),,2011,9666.46
Southern Asia (FAO),,2012,10663
Southern Asia (FAO),,2013,11370
Southern Asia (FAO),,2014,15620
Southern Asia (FAO),,2015,18000
Southern Asia (FAO),,2016,15651
Southern Asia (FAO),,2017,13817.47
Southern Asia (FAO),,2018,22807.45
Southern Asia (FAO),,2019,22507.19
Southern Asia (FAO),,2020,19385.8
Southern Asia (FAO),,2021,15014
Southern Europe (FAO),,1961,340
Southern Europe (FAO),,1962,373
Southern Europe (FAO),,1963,377
Southern Europe (FAO),,1964,347
Southern Europe (FAO),,1965,400
Southern Europe (FAO),,1966,469
Southern Europe (FAO),,1967,599
Southern Europe (FAO),,1968,555
Southern Europe (FAO),,1969,674
Southern Europe (FAO),,1970,600
Southern Europe (FAO),,1971,887
Southern Europe (FAO),,1972,1526
Southern Europe (FAO),,1973,1800
Southern Europe (FAO),,1974,2000
Southern Europe (FAO),,1975,2500
Southern Europe (FAO),,1976,3000
Southern Europe (FAO),,1977,4000
Southern Europe (FAO),,1978,4948
Southern Europe (FAO),,1979,6000
Southern Europe (FAO),,1980,7596
Southern Europe (FAO),,1981,10500
Southern Europe (FAO),,1982,15500
Southern Europe (FAO),,1983,20500
Southern Europe (FAO),,1984,25049
Southern Europe (FAO),,1985,28702
Southern Europe (FAO),,1986,30847
Southern Europe (FAO),,1987,33022
Southern Europe (FAO),,1988,43933
Southern Europe (FAO),,1989,46949
Southern Europe (FAO),,1990,66992
Southern Europe (FAO),,1991,74052
Southern Europe (FAO),,1992,74275
Southern Europe (FAO),,1993,69989
Southern Europe (FAO),,1994,49110
Southern Europe (FAO),,1995,29408
Southern Europe (FAO),,1996,53596
Southern Europe (FAO),,1997,53971
Southern Europe (FAO),,1998,75268
Southern Europe (FAO),,1999,67572
Southern Europe (FAO),,2000,65768
Southern Europe (FAO),,2001,76452.22
Southern Europe (FAO),,2002,75782.34
Southern Europe (FAO),,2003,78205.26
Southern Europe (FAO),,2004,77932
Southern Europe (FAO),,2005,77631.66
Southern Europe (FAO),,2006,82458
Southern Europe (FAO),,2007,84654
Southern Europe (FAO),,2008,76043.15
Southern Europe (FAO),,2009,74388.86
Southern Europe (FAO),,2010,99809.26
Southern Europe (FAO),,2011,85887.06
Southern Europe (FAO),,2012,78914.53
Southern Europe (FAO),,2013,71914.58
Southern Europe (FAO),,2014,79875.3
Southern Europe (FAO),,2015,89202.02
Southern Europe (FAO),,2016,94274.27
Southern Europe (FAO),,2017,95729.19
Southern Europe (FAO),,2018,97154.89
Southern Europe (FAO),,2019,121516.83
Southern Europe (FAO),,2020,126236.25
Southern Europe (FAO),,2021,150735.69
Spain,ESP,1961,340
Spain,ESP,1962,373
Spain,ESP,1963,377
Spain,ESP,1964,347
Spain,ESP,1965,400
Spain,ESP,1966,469
Spain,ESP,1967,599
Spain,ESP,1968,555
Spain,ESP,1969,674
Spain,ESP,1970,600
Spain,ESP,1971,887
Spain,ESP,1972,1526
Spain,ESP,1973,1800
Spain,ESP,1974,2000
Spain,ESP,1975,2500
Spain,ESP,1976,3000
Spain,ESP,1977,4000
Spain,ESP,1978,4948
Spain,ESP,1979,6000
Spain,ESP,1980,7596
Spain,ESP,1981,10000
Spain,ESP,1982,15000
Spain,ESP,1983,20000
Spain,ESP,1984,24549
Spain,ESP,1985,27956
Spain,ESP,1986,30282
Spain,ESP,1987,32534
Spain,ESP,1988,42992
Spain,ESP,1989,46222
Spain,ESP,1990,44880
Spain,ESP,1991,52144
Spain,ESP,1992,53197
Spain,ESP,1993,51745
Spain,ESP,1994,34100
Spain,ESP,1995,27955
Spain,ESP,1996,52085
Spain,ESP,1997,52409
Spain,ESP,1998,73724
Spain,ESP,1999,66099
Spain,ESP,2000,63843
Spain,ESP,2001,74981
Spain,ESP,2002,74204
Spain,ESP,2003,76609
Spain,ESP,2004,76297
Spain,ESP,2005,74994
Spain,ESP,2006,79824
Spain,ESP,2007,82116
Spain,ESP,2008,73585
Spain,ESP,2009,71931
Spain,ESP,2010,97378
Spain,ESP,2011,83426
Spain,ESP,2012,76337
Spain,ESP,2013,69400
Spain,ESP,2014,77401
Spain,ESP,2015,86636
Spain,ESP,2016,91509
Spain,ESP,2017,92936
Spain,ESP,2018,89590
Spain,ESP,2019,97730
Spain,ESP,2020,99070
Spain,ESP,2021,116770
Sri Lanka,LKA,1990,0
Sri Lanka,LKA,1991,1389.05
Sri Lanka,LKA,1992,1423.82
Sri Lanka,LKA,1993,1458.59
Sri Lanka,LKA,1994,1493.35
Sri Lanka,LKA,1995,1528.12
Sri Lanka,LKA,1996,1562.89
Sri Lanka,LKA,1997,1597.65
Sri Lanka,LKA,1998,1632.42
Sri Lanka,LKA,1999,1667.19
Sri Lanka,LKA,2000,1701.95
Sri Lanka,LKA,2001,1736.72
Sri Lanka,LKA,2002,1771.49
Sri Lanka,LKA,2003,1806.25
Sri Lanka,LKA,2004,1841.02
Sri Lanka,LKA,2005,1875.79
Sri Lanka,LKA,2006,1910.55
Sri Lanka,LKA,2007,1945.32
Sri Lanka,LKA,2008,1980.09
Sri Lanka,LKA,2009,2014.85
Sri Lanka,LKA,2010,6170.77
Sri Lanka,LKA,2011,9666.46
Sri Lanka,LKA,2012,10663
Sri Lanka,LKA,2013,11370
Sri Lanka,LKA,2014,15620
Sri Lanka,LKA,2015,18000
Sri Lanka,LKA,2016,15651
Sri Lanka,LKA,2017,13773
Sri Lanka,LKA,2018,22744
Sri Lanka,LKA,2019,22446
Sri Lanka,LKA,2020,19274
Sri Lanka,LKA,2021,14941
Suriname,SUR,2018,0
Suriname,SUR,2019,57
Suriname,SUR,2020,111
Suriname,SUR,2021,100
Sweden,SWE,2018,0
Sweden,SWE,2019,0
Sweden,SWE,2020,0
Sweden,SWE,2021,0
Timor,TLS,1991,0
Timor,TLS,1992,0
Timor,TLS,1993,99
Timor,TLS,1994,191
Timor,TLS,1995,282
Timor,TLS,1996,1068
Timor,TLS,1997,804
Timor,TLS,1998,457
Timor,TLS,1999,376
Timor,TLS,2000,690
Timor,TLS,2001,1000
Timor,TLS,2002,1300
Timor,TLS,2003,1600
Timor,TLS,2004,2000
Timor,TLS,2005,2300
Timor,TLS,2006,2600
Timor,TLS,2007,2900
Timor,TLS,2008,3550.65
Timor,TLS,2009,3440
Timor,TLS,2010,3440
Timor,TLS,2011,3559.8
Timor,TLS,2012,4081.01
Timor,TLS,2013,4161.06
Timor,TLS,2014,4236.56
Timor,TLS,2015,4443.93
Timor,TLS,2016,4280.52
Timor,TLS,2017,4305.08
Timor,TLS,2018,4343.18
Timor,TLS,2019,4309.59
Timor,TLS,2020,4319.28
Timor,TLS,2021,4324.02
Trinidad and Tobago,TTO,1961,180
Trinidad and Tobago,TTO,1962,190
Trinidad and Tobago,TTO,1963,202
Trinidad and Tobago,TTO,1964,210
Trinidad and Tobago,TTO,1965,220
Trinidad and Tobago,TTO,1966,230
Trinidad and Tobago,TTO,1967,250
Trinidad and Tobago,TTO,1968,270
Trinidad and Tobago,TTO,1969,240
Trinidad and Tobago,TTO,1970,220
Trinidad and Tobago,TTO,1971,190
Trinidad and Tobago,TTO,1972,170
Trinidad and Tobago,TTO,1973,150
Trinidad and Tobago,TTO,1974,160
Trinidad and Tobago,TTO,1975,170
Trinidad and Tobago,TTO,1976,180
Trinidad and Tobago,TTO,1977,190
Trinidad and Tobago,TTO,1978,200
Trinidad and Tobago,TTO,1979,210
Trinidad and Tobago,TTO,1980,220
Trinidad and Tobago,TTO,1981,240
Trinidad and Tobago,TTO,1982,250
Trinidad and Tobago,TTO,1983,260
Trinidad and Tobago,TTO,1984,270
Trinidad and Tobago,TTO,1985,270
Trinidad and Tobago,TTO,1986,280
Trinidad and Tobago,TTO,1987,290
Trinidad and Tobago,TTO,1988,300
Trinidad and Tobago,TTO,1989,310
Trinidad and Tobago,TTO,1990,363
Trinidad and Tobago,TTO,1991,100
Trinidad and Tobago,TTO,1992,98.03
Trinidad and Tobago,TTO,1993,96.11
Trinidad and Tobago,TTO,1994,94.23
Trinidad and Tobago,TTO,1995,92.38
Trinidad and Tobago,TTO,1996,90.57
Trinidad and Tobago,TTO,1997,88.79
Trinidad and Tobago,TTO,1998,87.04
Trinidad and Tobago,TTO,1999,85.32
Trinidad and Tobago,TTO,2000,83.63
Trinidad and Tobago,TTO,2001,81.97
Trinidad and Tobago,TTO,2002,80.35
Trinidad and Tobago,TTO,2003,78.75
Trinidad and Tobago,TTO,2004,77.18
Trinidad and Tobago,TTO,2005,75.65
Trinidad and Tobago,TTO,2006,74.14
Trinidad and Tobago,TTO,2007,72.65
Trinidad and Tobago,TTO,2008,71.2
Trinidad and Tobago,TTO,2009,69.77
Trinidad and Tobago,TTO,2010,68.37
Trinidad and Tobago,TTO,2011,67
Trinidad and Tobago,TTO,2012,65.65
Trinidad and Tobago,TTO,2013,64.33
Trinidad and Tobago,TTO,2014,63.04
Trinidad and Tobago,TTO,2015,61.76
Trinidad and Tobago,TTO,2016,60.52
Trinidad and Tobago,TTO,2017,59.26
Trinidad and Tobago,TTO,2018,58
Trinidad and Tobago,TTO,2019,57
Trinidad and Tobago,TTO,2020,55.92
Trinidad and Tobago,TTO,2021,54.73
Tunisia,TUN,1991,0
Tunisia,TUN,1992,0
Tunisia,TUN,1993,0
Tunisia,TUN,1994,0
Tunisia,TUN,1995,0
Tunisia,TUN,1996,0
Tunisia,TUN,1997,0
Tunisia,TUN,1998,225
Tunisia,TUN,1999,225
Tunisia,TUN,2000,230
Tunisia,TUN,2001,243.03
Tunisia,TUN,2002,244.47
Tunisia,TUN,2003,250
Tunisia,TUN,2004,255.53
Tunisia,TUN,2005,261.07
Tunisia,TUN,2006,266.62
Tunisia,TUN,2007,272.18
Tunisia,TUN,2008,277.75
Tunisia,TUN,2009,283.33
Tunisia,TUN,2010,288.93
Tunisia,TUN,2011,294.54
Tunisia,TUN,2012,300
Tunisia,TUN,2013,305.8
Tunisia,TUN,2014,311.66
Tunisia,TUN,2015,317.6
Tunisia,TUN,2016,323.41
Tunisia,TUN,2017,329.16
Tunisia,TUN,2018,323.39
Tunisia,TUN,2019,325.32
Tunisia,TUN,2020,325.96
Tunisia,TUN,2021,324.89
Turkey,TUR,1988,100
Turkey,TUR,1989,100
Turkey,TUR,1990,101
Turkey,TUR,1991,59.13
Turkey,TUR,1992,70.1
Turkey,TUR,1993,113.71
Turkey,TUR,1994,129.25
Turkey,TUR,1995,153
Turkey,TUR,1996,164
Turkey,TUR,1997,225
Turkey,TUR,1998,270
Turkey,TUR,1999,285
Turkey,TUR,2000,300
Turkey,TUR,2001,350
Turkey,TUR,2002,400
Turkey,TUR,2003,370
Turkey,TUR,2004,400
Turkey,TUR,2005,475
Turkey,TUR,2006,492
Turkey,TUR,2007,931
Turkey,TUR,2008,958
Turkey,TUR,2009,1169
Turkey,TUR,2010,1207
Turkey,TUR,2011,1316
Turkey,TUR,2012,1463
Turkey,TUR,2013,1599
Turkey,TUR,2014,1824
Turkey,TUR,2015,1850
Turkey,TUR,2016,1950
Turkey,TUR,2017,2765
Turkey,TUR,2018,3164
Turkey,TUR,2019,4209
Turkey,TUR,2020,5923
Turkey,TUR,2021,9081
United States,USA,1961,51342
United States,USA,1962,47382
United States,USA,1963,55579
United States,USA,1964,33752
United States,USA,1965,55681
United States,USA,1966,55704
United States,USA,1967,73400
United States,USA,1968,47811
United States,USA,1969,67319
United States,USA,1970,41854
United States,USA,1971,78190
United States,USA,1972,41646
United States,USA,1973,81354
United States,USA,1974,67374
United States,USA,1975,79748
United States,USA,1976,128525
United States,USA,1977,106775
United States,USA,1978,132540
United States,USA,1979,92800
United States,USA,1980,243850
United States,USA,1981,165830
United States,USA,1982,214730
United States,USA,1983,248570
United States,USA,1984,208200
United States,USA,1985,171000
United States,USA,1986,274900
United States,USA,1987,189600
United States,USA,1988,175100
United States,USA,1989,126100
United States,USA,1990,141500
United States,USA,1991,167800
United States,USA,1992,264535
United States,USA,1993,130362
United States,USA,1994,158750
United States,USA,1995,172360
United States,USA,1996,173000
United States,USA,1997,161270
United States,USA,1998,144500
United States,USA,1999,166288
United States,USA,2000,217091
United States,USA,2001,202570
United States,USA,2002,180894
United States,USA,2003,211737
United States,USA,2004,162749
United States,USA,2005,283405
United States,USA,2006,247000
United States,USA,2007,193100
United States,USA,2008,105230
United States,USA,2009,270813
United States,USA,2010,158150
United States,USA,2011,205432
United States,USA,2012,238495
United States,USA,2013,166106
United States,USA,2014,179124
United States,USA,2015,207750
United States,USA,2016,125237
United States,USA,2017,170260
United States,USA,2018,168530
United States,USA,2019,122669.56
United States,USA,2020,187433.48
United States,USA,2021,136750
Upper-middle-income countries,,1961,429912
Upper-middle-income countries,,1962,461436
Upper-middle-income countries,,1963,490633
Upper-middle-income countries,,1964,503583
Upper-middle-income countries,,1965,542321
Upper-middle-income countries,,1966,555555
Upper-middle-income countries,,1967,592510
Upper-middle-income countries,,1968,629633
Upper-middle-income countries,,1969,662323
Upper-middle-income countries,,1970,713969
Upper-middle-income countries,,1971,742109
Upper-middle-income countries,,1972,788592
Upper-middle-income countries,,1973,787936
Upper-middle-income countries,,1974,781316
Upper-middle-income countries,,1975,800363
Upper-middle-income countries,,1976,808935
Upper-middle-income countries,,1977,865141
Upper-middle-income countries,,1978,908693
Upper-middle-income countries,,1979,872092
Upper-middle-income countries,,1980,930091
Upper-middle-income countries,,1981,965087
Upper-middle-income countries,,1982,1006412
Upper-middle-income countries,,1983,956114
Upper-middle-income countries,,1984,963999
Upper-middle-income countries,,1985,1063263
Upper-middle-income countries,,1986,1151475
Upper-middle-income countries,,1987,1045596
Upper-middle-income countries,,1988,1218469
Upper-middle-income countries,,1989,1029981
Upper-middle-income countries,,1990,1113625
Upper-middle-income countries,,1991,1225804.2
Upper-middle-income countries,,1992,1175860.1
Upper-middle-income countries,,1993,1152274.8
Upper-middle-income countries,,1994,1255195.4
Upper-middle-income countries,,1995,1259429.6
Upper-middle-income countries,,1996,1320318.4
Upper-middle-income countries,,1997,1291880
Upper-middle-income countries,,1998,1413419.8
Upper-middle-income countries,,1999,1507805.6
Upper-middle-income countries,,2000,1541503.5
Upper-middle-income countries,,2001,1677139.6
Upper-middle-income countries,,2002,1736091.8
Upper-middle-income countries,,2003,1876158.8
Upper-middle-income countries,,2004,1948098.1
Upper-middle-income countries,,2005,1947204.4
Upper-middle-income countries,,2006,2143914.5
Upper-middle-income countries,,2007,2126010
Upper-middle-income countries,,2008,2165701.5
Upper-middle-income countries,,2009,2246246.8
Upper-middle-income countries,,2010,2300838
Upper-middle-income countries,,2011,2504410
Upper-middle-income countries,,2012,2660747
Upper-middle-income countries,,2013,2971106.5
Upper-middle-income countries,,2014,3233605.5
Upper-middle-income countries,,2015,3434123
Upper-middle-income countries,,2016,3852140.5
Upper-middle-income countries,,2017,4058167.2
Upper-middle-income countries,,2018,4486678
Upper-middle-income countries,,2019,4750059
Upper-middle-income countries,,2020,5224632.5
Upper-middle-income countries,,2021,5610684
Venezuela,VEN,1961,53710
Venezuela,VEN,1962,53832
Venezuela,VEN,1963,53958
Venezuela,VEN,1964,54079
Venezuela,VEN,1965,54205
Venezuela,VEN,1966,48627
Venezuela,VEN,1967,47752
Venezuela,VEN,1968,46892
Venezuela,VEN,1969,46048
Venezuela,VEN,1970,45219
Venezuela,VEN,1971,40725
Venezuela,VEN,1972,42403
Venezuela,VEN,1973,43941
Venezuela,VEN,1974,43502
Venezuela,VEN,1975,48422
Venezuela,VEN,1976,40637
Venezuela,VEN,1977,46673
