actor_id,film_id,last_update
28,597,"2006-02-15 05:05:03"
28,619,"2006-02-15 05:05:03"
28,625,"2006-02-15 05:05:03"
28,652,"2006-02-15 05:05:03"
28,679,"2006-02-15 05:05:03"
28,743,"2006-02-15 05:05:03"
28,790,"2006-02-15 05:05:03"
28,793,"2006-02-15 05:05:03"
28,816,"2006-02-15 05:05:03"
28,827,"2006-02-15 05:05:03"
28,835,"2006-02-15 05:05:03"
28,879,"2006-02-15 05:05:03"
28,908,"2006-02-15 05:05:03"
28,953,"2006-02-15 05:05:03"
28,973,"2006-02-15 05:05:03"
28,994,"2006-02-15 05:05:03"
29,10,"2006-02-15 05:05:03"
29,79,"2006-02-15 05:05:03"
29,105,"2006-02-15 05:05:03"
29,110,"2006-02-15 05:05:03"
29,131,"2006-02-15 05:05:03"
29,133,"2006-02-15 05:05:03"
29,172,"2006-02-15 05:05:03"
29,226,"2006-02-15 05:05:03"
29,273,"2006-02-15 05:05:03"
29,282,"2006-02-15 05:05:03"
29,296,"2006-02-15 05:05:03"
29,311,"2006-02-15 05:05:03"
29,335,"2006-02-15 05:05:03"
29,342,"2006-02-15 05:05:03"
29,436,"2006-02-15 05:05:03"
29,444,"2006-02-15 05:05:03"
29,449,"2006-02-15 05:05:03"
29,462,"2006-02-15 05:05:03"
29,482,"2006-02-15 05:05:03"
29,488,"2006-02-15 05:05:03"
29,519,"2006-02-15 05:05:03"
29,547,"2006-02-15 05:05:03"
29,590,"2006-02-15 05:05:03"
29,646,"2006-02-15 05:05:03"
29,723,"2006-02-15 05:05:03"
29,812,"2006-02-15 05:05:03"
29,862,"2006-02-15 05:05:03"
29,928,"2006-02-15 05:05:03"
29,944,"2006-02-15 05:05:03"
30,1,"2006-02-15 05:05:03"
30,53,"2006-02-15 05:05:03"
30,64,"2006-02-15 05:05:03"
30,69,"2006-02-15 05:05:03"
30,77,"2006-02-15 05:05:03"
30,87,"2006-02-15 05:05:03"
30,260,"2006-02-15 05:05:03"
30,262,"2006-02-15 05:05:03"
30,286,"2006-02-15 05:05:03"
30,292,"2006-02-15 05:05:03"
30,301,"2006-02-15 05:05:03"
30,318,"2006-02-15 05:05:03"
30,321,"2006-02-15 05:05:03"
30,357,"2006-02-15 05:05:03"
30,565,"2006-02-15 05:05:03"
30,732,"2006-02-15 05:05:03"
30,797,"2006-02-15 05:05:03"
30,838,"2006-02-15 05:05:03"
30,945,"2006-02-15 05:05:03"
31,88,"2006-02-15 05:05:03"
31,146,"2006-02-15 05:05:03"
31,163,"2006-02-15 05:05:03"
31,164,"2006-02-15 05:05:03"
31,188,"2006-02-15 05:05:03"
31,299,"2006-02-15 05:05:03"
31,308,"2006-02-15 05:05:03"
31,368,"2006-02-15 05:05:03"
31,380,"2006-02-15 05:05:03"
31,431,"2006-02-15 05:05:03"
31,585,"2006-02-15 05:05:03"
31,637,"2006-02-15 05:05:03"
31,700,"2006-02-15 05:05:03"
31,739,"2006-02-15 05:05:03"
31,793,"2006-02-15 05:05:03"
31,802,"2006-02-15 05:05:03"
31,880,"2006-02-15 05:05:03"
31,978,"2006-02-15 05:05:03"
32,65,"2006-02-15 05:05:03"
32,84,"2006-02-15 05:05:03"
32,103,"2006-02-15 05:05:03"
32,112,"2006-02-15 05:05:03"
32,136,"2006-02-15 05:05:03"
32,197,"2006-02-15 05:05:03"
32,199,"2006-02-15 05:05:03"
32,219,"2006-02-15 05:05:03"
32,309,"2006-02-15 05:05:03"
32,312,"2006-02-15 05:05:03"
32,401,"2006-02-15 05:05:03"
32,427,"2006-02-15 05:05:03"
32,431,"2006-02-15 05:05:03"
32,523,"2006-02-15 05:05:03"
32,567,"2006-02-15 05:05:03"
32,585,"2006-02-15 05:05:03"
32,606,"2006-02-15 05:05:03"
32,651,"2006-02-15 05:05:03"
32,667,"2006-02-15 05:05:03"
32,669,"2006-02-15 05:05:03"
32,815,"2006-02-15 05:05:03"
32,928,"2006-02-15 05:05:03"
32,980,"2006-02-15 05:05:03"
33,56,"2006-02-15 05:05:03"
33,112,"2006-02-15 05:05:03"
33,135,"2006-02-15 05:05:03"
33,154,"2006-02-15 05:05:03"
33,214,"2006-02-15 05:05:03"
33,252,"2006-02-15 05:05:03"
33,305,"2006-02-15 05:05:03"
33,306,"2006-02-15 05:05:03"
33,473,"2006-02-15 05:05:03"
33,489,"2006-02-15 05:05:03"
33,574,"2006-02-15 05:05:03"
33,618,"2006-02-15 05:05:03"
33,667,"2006-02-15 05:05:03"
33,694,"2006-02-15 05:05:03"
33,712,"2006-02-15 05:05:03"
33,735,"2006-02-15 05:05:03"
33,737,"2006-02-15 05:05:03"
33,754,"2006-02-15 05:05:03"
33,775,"2006-02-15 05:05:03"
33,878,"2006-02-15 05:05:03"
33,881,"2006-02-15 05:05:03"
33,965,"2006-02-15 05:05:03"
33,972,"2006-02-15 05:05:03"
33,993,"2006-02-15 05:05:03"
34,43,"2006-02-15 05:05:03"
34,90,"2006-02-15 05:05:03"
34,119,"2006-02-15 05:05:03"
34,125,"2006-02-15 05:05:03"
34,172,"2006-02-15 05:05:03"
34,182,"2006-02-15 05:05:03"
34,244,"2006-02-15 05:05:03"
34,336,"2006-02-15 05:05:03"
34,389,"2006-02-15 05:05:03"
34,393,"2006-02-15 05:05:03"
34,438,"2006-02-15 05:05:03"
34,493,"2006-02-15 05:05:03"
34,502,"2006-02-15 05:05:03"
34,525,"2006-02-15 05:05:03"
34,668,"2006-02-15 05:05:03"
34,720,"2006-02-15 05:05:03"
34,779,"2006-02-15 05:05:03"
34,788,"2006-02-15 05:05:03"
34,794,"2006-02-15 05:05:03"
34,836,"2006-02-15 05:05:03"
34,846,"2006-02-15 05:05:03"
34,853,"2006-02-15 05:05:03"
34,929,"2006-02-15 05:05:03"
34,950,"2006-02-15 05:05:03"
34,971,"2006-02-15 05:05:03"
35,10,"2006-02-15 05:05:03"
35,35,"2006-02-15 05:05:03"
35,52,"2006-02-15 05:05:03"
35,201,"2006-02-15 05:05:03"
35,256,"2006-02-15 05:05:03"
35,389,"2006-02-15 05:05:03"
35,589,"2006-02-15 05:05:03"
35,612,"2006-02-15 05:05:03"
35,615,"2006-02-15 05:05:03"
35,707,"2006-02-15 05:05:03"
35,732,"2006-02-15 05:05:03"
35,738,"2006-02-15 05:05:03"
35,748,"2006-02-15 05:05:03"
35,817,"2006-02-15 05:05:03"
35,914,"2006-02-15 05:05:03"
36,15,"2006-02-15 05:05:03"
36,81,"2006-02-15 05:05:03"
36,171,"2006-02-15 05:05:03"
36,231,"2006-02-15 05:05:03"
36,245,"2006-02-15 05:05:03"
36,283,"2006-02-15 05:05:03"
36,380,"2006-02-15 05:05:03"
36,381,"2006-02-15 05:05:03"
36,387,"2006-02-15 05:05:03"
36,390,"2006-02-15 05:05:03"
36,410,"2006-02-15 05:05:03"
36,426,"2006-02-15 05:05:03"
36,427,"2006-02-15 05:05:03"
36,453,"2006-02-15 05:05:03"
36,466,"2006-02-15 05:05:03"
36,484,"2006-02-15 05:05:03"
36,493,"2006-02-15 05:05:03"
36,499,"2006-02-15 05:05:03"
36,569,"2006-02-15 05:05:03"
36,590,"2006-02-15 05:05:03"
36,600,"2006-02-15 05:05:03"
36,714,"2006-02-15 05:05:03"
36,715,"2006-02-15 05:05:03"
36,716,"2006-02-15 05:05:03"
36,731,"2006-02-15 05:05:03"
36,875,"2006-02-15 05:05:03"
36,915,"2006-02-15 05:05:03"
36,931,"2006-02-15 05:05:03"
36,956,"2006-02-15 05:05:03"
37,10,"2006-02-15 05:05:03"
37,12,"2006-02-15 05:05:03"
37,19,"2006-02-15 05:05:03"
37,118,"2006-02-15 05:05:03"
37,119,"2006-02-15 05:05:03"
37,122,"2006-02-15 05:05:03"
37,146,"2006-02-15 05:05:03"
37,204,"2006-02-15 05:05:03"
37,253,"2006-02-15 05:05:03"
37,260,"2006-02-15 05:05:03"
37,277,"2006-02-15 05:05:03"
37,317,"2006-02-15 05:05:03"
37,467,"2006-02-15 05:05:03"
37,477,"2006-02-15 05:05:03"
37,485,"2006-02-15 05:05:03"
37,508,"2006-02-15 05:05:03"
37,529,"2006-02-15 05:05:03"
37,553,"2006-02-15 05:05:03"
37,555,"2006-02-15 05:05:03"
37,572,"2006-02-15 05:05:03"
37,588,"2006-02-15 05:05:03"
37,662,"2006-02-15 05:05:03"
37,663,"2006-02-15 05:05:03"
37,694,"2006-02-15 05:05:03"
37,697,"2006-02-15 05:05:03"
37,785,"2006-02-15 05:05:03"
37,839,"2006-02-15 05:05:03"
37,840,"2006-02-15 05:05:03"
37,853,"2006-02-15 05:05:03"
37,900,"2006-02-15 05:05:03"
37,925,"2006-02-15 05:05:03"
37,963,"2006-02-15 05:05:03"
37,966,"2006-02-15 05:05:03"
37,989,"2006-02-15 05:05:03"
37,997,"2006-02-15 05:05:03"
38,24,"2006-02-15 05:05:03"
38,111,"2006-02-15 05:05:03"
38,160,"2006-02-15 05:05:03"
38,176,"2006-02-15 05:05:03"
38,223,"2006-02-15 05:05:03"
38,241,"2006-02-15 05:05:03"
38,274,"2006-02-15 05:05:03"
38,335,"2006-02-15 05:05:03"
38,338,"2006-02-15 05:05:03"
38,353,"2006-02-15 05:05:03"
38,448,"2006-02-15 05:05:03"
38,450,"2006-02-15 05:05:03"
38,458,"2006-02-15 05:05:03"
38,501,"2006-02-15 05:05:03"
38,516,"2006-02-15 05:05:03"
38,547,"2006-02-15 05:05:03"
38,583,"2006-02-15 05:05:03"
38,618,"2006-02-15 05:05:03"
38,619,"2006-02-15 05:05:03"
38,705,"2006-02-15 05:05:03"
38,793,"2006-02-15 05:05:03"
38,827,"2006-02-15 05:05:03"
38,839,"2006-02-15 05:05:03"
38,853,"2006-02-15 05:05:03"
38,876,"2006-02-15 05:05:03"
39,71,"2006-02-15 05:05:03"
39,73,"2006-02-15 05:05:03"
39,168,"2006-02-15 05:05:03"
39,203,"2006-02-15 05:05:03"
39,222,"2006-02-15 05:05:03"
39,290,"2006-02-15 05:05:03"
39,293,"2006-02-15 05:05:03"
