payment_id,customer_id,staff_id,rental_id,amount,payment_date,last_update
341,13,1,8277,2.99,"2005-07-29 01:38:53","2006-02-15 22:12:31"
342,13,2,8831,11.99,"2005-07-29 22:37:41","2006-02-15 22:12:31"
343,13,2,9260,9.99,"2005-07-30 14:38:22","2006-02-15 22:12:31"
344,13,2,9434,0.99,"2005-07-30 21:29:41","2006-02-15 22:12:32"
345,13,1,9664,0.99,"2005-07-31 06:12:08","2006-02-15 22:12:32"
346,13,1,9736,7.99,"2005-07-31 08:58:40","2006-02-15 22:12:32"
347,13,1,10003,4.99,"2005-07-31 17:48:51","2006-02-15 22:12:32"
348,13,1,11292,4.99,"2005-08-02 14:58:41","2006-02-15 22:12:32"
349,13,2,11315,0.99,"2005-08-02 16:05:17","2006-02-15 22:12:32"
350,13,2,11761,5.99,"2005-08-17 09:44:59","2006-02-15 22:12:32"
351,13,2,12918,7.99,"2005-08-19 04:31:36","2006-02-15 22:12:32"
352,13,2,13096,4.99,"2005-08-19 10:49:03","2006-02-15 22:12:32"
353,13,2,13213,0.99,"2005-08-19 15:25:48","2006-02-15 22:12:32"
354,13,1,13456,0.99,"2005-08-20 00:33:19","2006-02-15 22:12:32"
355,13,1,14252,9.99,"2005-08-21 05:44:07","2006-02-15 22:12:32"
356,13,2,14545,7.99,"2005-08-21 15:44:23","2006-02-15 22:12:32"
357,13,1,15338,4.99,"2005-08-22 20:51:24","2006-02-15 22:12:32"
358,14,1,151,0.99,"2005-05-26 00:37:28","2006-02-15 22:12:32"
359,14,1,346,9.99,"2005-05-27 04:34:41","2006-02-15 22:12:32"
360,14,1,525,5.99,"2005-05-28 04:25:33","2006-02-15 22:12:32"
361,14,1,671,2.99,"2005-05-28 22:04:30","2006-02-15 22:12:32"
362,14,2,815,0.99,"2005-05-29 20:24:28","2006-02-15 22:12:32"
363,14,2,1360,4.99,"2005-06-15 13:32:15","2006-02-15 22:12:32"
364,14,1,3707,2.99,"2005-07-06 10:21:49","2006-02-15 22:12:32"
365,14,1,4952,0.99,"2005-07-08 23:00:07","2006-02-15 22:12:32"
366,14,1,5104,0.99,"2005-07-09 06:37:07","2006-02-15 22:12:32"
367,14,2,5317,7.99,"2005-07-09 16:10:25","2006-02-15 22:12:32"
368,14,1,5383,4.99,"2005-07-09 19:14:32","2006-02-15 22:12:32"
369,14,1,5565,7.99,"2005-07-10 03:29:48","2006-02-15 22:12:32"
370,14,1,8035,6.99,"2005-07-28 16:23:01","2006-02-15 22:12:32"
371,14,1,8042,0.99,"2005-07-28 16:45:11","2006-02-15 22:12:32"
372,14,1,8548,3.99,"2005-07-29 11:11:33","2006-02-15 22:12:32"
373,14,2,8836,4.99,"2005-07-29 22:46:08","2006-02-15 22:12:32"
374,14,2,9438,4.99,"2005-07-30 21:36:15","2006-02-15 22:12:32"
375,14,1,9592,2.99,"2005-07-31 03:21:16","2006-02-15 22:12:32"
376,14,1,10348,2.99,"2005-08-01 05:23:00","2006-02-15 22:12:32"
377,14,2,10526,6.99,"2005-08-01 11:55:33","2006-02-15 22:12:32"
378,14,1,11480,4.99,"2005-08-02 22:18:24","2006-02-15 22:12:32"
379,14,2,11528,3.99,"2005-08-17 00:27:23","2006-02-15 22:12:32"
380,14,1,12668,2.99,"2005-08-18 19:16:47","2006-02-15 22:12:32"
381,14,1,13757,4.99,"2005-08-20 11:20:12","2006-02-15 22:12:32"
382,14,2,15015,6.99,"2005-08-22 08:43:50","2006-02-15 22:12:32"
383,14,1,15373,0.99,"2005-08-22 22:08:11","2006-02-15 22:12:32"
384,14,1,16045,0.99,"2005-08-23 22:25:26","2006-02-15 22:12:32"
385,14,1,13780,4.99,"2006-02-14 15:16:03","2006-02-15 22:12:32"
386,15,1,2486,2.99,"2005-06-18 21:26:56","2006-02-15 22:12:32"
387,15,1,2937,5.99,"2005-06-20 05:15:37","2006-02-15 22:12:32"
388,15,2,3182,0.99,"2005-06-20 22:52:18","2006-02-15 22:12:32"
389,15,1,3550,7.99,"2005-07-06 02:29:21","2006-02-15 22:12:32"
390,15,1,4127,5.99,"2005-07-07 07:26:19","2006-02-15 22:12:32"
391,15,1,5717,2.99,"2005-07-10 11:02:03","2006-02-15 22:12:32"
392,15,2,5975,2.99,"2005-07-11 00:14:19","2006-02-15 22:12:32"
393,15,1,7105,4.99,"2005-07-27 05:15:37","2006-02-15 22:12:32"
394,15,1,8193,0.99,"2005-07-28 22:50:50","2006-02-15 22:12:32"
395,15,2,8615,6.99,"2005-07-29 13:36:01","2006-02-15 22:12:32"
396,15,2,8927,4.99,"2005-07-30 02:13:31","2006-02-15 22:12:32"
397,15,1,9987,2.99,"2005-07-31 17:22:35","2006-02-15 22:12:32"
398,15,1,11118,2.99,"2005-08-02 08:44:18","2006-02-15 22:12:32"
399,15,1,11141,2.99,"2005-08-02 09:29:11","2006-02-15 22:12:32"
400,15,2,11307,2.99,"2005-08-02 15:48:08","2006-02-15 22:12:32"
401,15,2,11341,2.99,"2005-08-02 17:09:24","2006-02-15 22:12:32"
402,15,1,11922,7.99,"2005-08-17 16:20:37","2006-02-15 22:12:32"
403,15,2,12272,2.99,"2005-08-18 04:39:10","2006-02-15 22:12:32"
404,15,2,12551,2.99,"2005-08-18 14:46:26","2006-02-15 22:12:32"
405,15,1,12635,2.99,"2005-08-18 18:00:23","2006-02-15 22:12:32"
406,15,2,13339,8.99,"2005-08-19 20:18:36","2006-02-15 22:12:32"
407,15,1,13393,5.99,"2005-08-19 22:03:46","2006-02-15 22:12:32"
408,15,2,13503,5.99,"2005-08-20 02:00:33","2006-02-15 22:12:32"
409,15,1,13541,4.99,"2005-08-20 03:41:41","2006-02-15 22:12:32"
410,15,2,13677,3.99,"2005-08-20 08:34:41","2006-02-15 22:12:32"
411,15,2,14569,0.99,"2005-08-21 16:31:22","2006-02-15 22:12:32"
412,15,2,14776,4.99,"2005-08-21 23:53:35","2006-02-15 22:12:32"
413,15,2,14872,8.99,"2005-08-22 03:23:41","2006-02-15 22:12:32"
414,15,1,15178,0.99,"2005-08-22 15:36:04","2006-02-15 22:12:32"
415,15,1,15897,4.99,"2005-08-23 17:12:31","2006-02-15 22:12:32"
416,15,1,13798,3.98,"2006-02-14 15:16:03","2006-02-15 22:12:32"
417,15,2,13968,0.00,"2006-02-14 15:16:03","2006-02-15 22:12:32"
418,16,1,335,3.99,"2005-05-27 03:07:10","2006-02-15 22:12:32"
419,16,1,593,2.99,"2005-05-28 13:33:23","2006-02-15 22:12:32"
420,16,2,887,0.99,"2005-05-30 07:10:00","2006-02-15 22:12:32"
421,16,1,1017,2.99,"2005-05-31 02:53:36","2006-02-15 22:12:32"
422,16,2,1934,6.99,"2005-06-17 07:04:57","2006-02-15 22:12:32"
423,16,1,1944,7.99,"2005-06-17 07:50:53","2006-02-15 22:12:32"
424,16,1,NULL,1.99,"2005-06-18 04:56:12","2006-02-15 22:12:32"
425,16,1,2960,7.99,"2005-06-20 07:10:09","2006-02-15 22:12:32"
426,16,2,3348,0.99,"2005-06-21 11:16:42","2006-02-15 22:12:32"
427,16,1,3548,0.99,"2005-07-06 02:23:39","2006-02-15 22:12:32"
428,16,2,4219,2.99,"2005-07-07 12:11:22","2006-02-15 22:12:32"
429,16,2,4263,3.99,"2005-07-07 14:24:44","2006-02-15 22:12:32"
430,16,2,4517,4.99,"2005-07-08 02:45:19","2006-02-15 22:12:32"
431,16,1,6100,4.99,"2005-07-11 06:40:31","2006-02-15 22:12:32"
432,16,2,7489,0.99,"2005-07-27 19:39:38","2006-02-15 22:12:32"
433,16,2,7552,2.99,"2005-07-27 22:03:41","2006-02-15 22:12:32"
434,16,2,8452,5.99,"2005-07-29 07:45:00","2006-02-15 22:12:32"
435,16,2,9158,0.99,"2005-07-30 11:12:03","2006-02-15 22:12:32"
436,16,2,9610,5.99,"2005-07-31 03:54:05","2006-02-15 22:12:32"
437,16,2,10687,2.99,"2005-08-01 17:53:02","2006-02-15 22:12:32"
438,16,2,10727,2.99,"2005-08-01 19:15:08","2006-02-15 22:12:32"
439,16,2,11308,0.99,"2005-08-02 15:50:44","2006-02-15 22:12:32"
440,16,2,12104,2.99,"2005-08-17 22:53:00","2006-02-15 22:12:32"
441,16,1,12358,4.99,"2005-08-18 07:41:43","2006-02-15 22:12:32"
442,16,1,12577,7.99,"2005-08-18 15:39:46","2006-02-15 22:12:32"
443,16,2,13151,4.99,"2005-08-19 13:08:23","2006-02-15 22:12:32"
444,16,1,13391,4.99,"2005-08-19 22:01:42","2006-02-15 22:12:32"
445,16,1,13480,6.99,"2005-08-20 01:10:27","2006-02-15 22:12:32"
446,16,1,14511,8.99,"2005-08-21 14:45:34","2006-02-15 22:12:32"
447,17,2,287,2.99,"2005-05-26 19:44:54","2006-02-15 22:12:32"
448,17,1,580,2.99,"2005-05-28 11:19:53","2006-02-15 22:12:32"
449,17,2,884,4.99,"2005-05-30 06:41:32","2006-02-15 22:12:32"
450,17,2,2175,5.99,"2005-06-18 00:17:58","2006-02-15 22:12:32"
451,17,1,2684,8.99,"2005-06-19 12:29:08","2006-02-15 22:12:32"
452,17,2,3269,5.99,"2005-06-21 05:06:30","2006-02-15 22:12:32"
453,17,1,5714,3.99,"2005-07-10 10:46:57","2006-02-15 22:12:32"
454,17,1,5883,3.99,"2005-07-10 19:25:21","2006-02-15 22:12:32"
455,17,2,6884,1.99,"2005-07-12 20:52:41","2006-02-15 22:12:32"
456,17,2,8076,8.99,"2005-07-28 17:45:58","2006-02-15 22:12:32"
457,17,1,8213,2.99,"2005-07-28 23:37:33","2006-02-15 22:12:32"
458,17,2,9092,8.99,"2005-07-30 08:30:56","2006-02-15 22:12:32"
459,17,1,9138,2.99,"2005-07-30 10:11:52","2006-02-15 22:12:32"
460,17,2,9382,8.99,"2005-07-30 19:23:44","2006-02-15 22:12:32"
461,17,1,9489,0.99,"2005-07-30 23:43:32","2006-02-15 22:12:32"
462,17,2,11990,4.99,"2005-08-17 18:26:22","2006-02-15 22:12:32"
463,17,1,13732,2.99,"2005-08-20 10:24:41","2006-02-15 22:12:32"
464,17,1,14040,2.99,"2005-08-20 21:43:44","2006-02-15 22:12:32"
465,17,2,14326,2.99,"2005-08-21 08:15:41","2006-02-15 22:12:32"
466,17,1,14346,2.99,"2005-08-21 08:42:26","2006-02-15 22:12:32"
467,17,2,15752,5.99,"2005-08-23 12:41:38","2006-02-15 22:12:32"
468,18,1,50,2.99,"2005-05-25 06:44:53","2006-02-15 22:12:32"
469,18,1,116,4.99,"2005-05-25 19:27:51","2006-02-15 22:12:32"
470,18,1,692,4.99,"2005-05-29 01:32:10","2006-02-15 22:12:32"
471,18,2,1451,5.99,"2005-06-15 19:30:18","2006-02-15 22:12:32"
472,18,2,1783,4.99,"2005-06-16 19:23:23","2006-02-15 22:12:32"
473,18,2,2112,5.99,"2005-06-17 19:52:42","2006-02-15 22:12:32"
474,18,1,2990,8.99,"2005-06-20 09:02:51","2006-02-15 22:12:32"
475,18,2,4672,3.99,"2005-07-08 10:15:38","2006-02-15 22:12:32"
476,18,2,4724,3.99,"2005-07-08 12:46:30","2006-02-15 22:12:32"
477,18,2,4923,3.99,"2005-07-08 21:44:39","2006-02-15 22:12:32"
478,18,2,6128,2.99,"2005-07-11 08:15:08","2006-02-15 22:12:32"
479,18,1,6846,0.99,"2005-07-12 19:20:45","2006-02-15 22:12:32"
480,18,2,8122,2.99,"2005-07-28 19:27:37","2006-02-15 22:12:32"
481,18,1,8555,4.99,"2005-07-29 11:18:01","2006-02-15 22:12:32"
482,18,1,9036,4.99,"2005-07-30 06:18:38","2006-02-15 22:12:32"
483,18,2,9114,4.99,"2005-07-30 09:13:21","2006-02-15 22:12:32"
484,18,1,10682,4.99,"2005-08-01 17:32:53","2006-02-15 22:12:32"
485,18,2,10721,1.99,"2005-08-01 19:05:18","2006-02-15 22:12:32"
486,18,2,11094,4.99,"2005-08-02 08:03:02","2006-02-15 22:12:33"
487,18,2,11439,4.99,"2005-08-02 20:22:45","2006-02-15 22:12:33"
488,18,2,12333,0.99,"2005-08-18 06:51:39","2006-02-15 22:12:33"
489,18,2,13490,0.99,"2005-08-20 01:29:29","2006-02-15 22:12:33"
490,19,2,18,0.99,"2005-05-25 01:10:47","2006-02-15 22:12:33"
491,19,2,110,9.99,"2005-05-25 18:43:49","2006-02-15 22:12:33"
492,19,1,179,6.99,"2005-05-26 04:26:06","2006-02-15 22:12:33"
493,19,1,337,2.99,"2005-05-27 03:22:30","2006-02-15 22:12:33"
494,19,2,591,2.99,"2005-05-28 13:11:04","2006-02-15 22:12:33"
495,19,2,696,2.99,"2005-05-29 01:59:10","2006-02-15 22:12:33"
496,19,1,2657,2.99,"2005-06-19 10:42:59","2006-02-15 22:12:33"
497,19,1,2848,2.99,"2005-06-19 22:55:37","2006-02-15 22:12:33"
498,19,2,3423,2.99,"2005-06-21 17:38:02","2006-02-15 22:12:33"
499,19,2,3549,4.99,"2005-07-06 02:24:55","2006-02-15 22:12:33"
500,19,2,6495,4.99,"2005-07-12 02:57:02","2006-02-15 22:12:33"
501,19,1,9157,5.99,"2005-07-30 11:06:23","2006-02-15 22:12:33"
502,19,1,9256,0.99,"2005-07-30 14:29:29","2006-02-15 22:12:33"
503,19,2,10077,9.99,"2005-07-31 20:01:06","2006-02-15 22:12:33"
504,19,1,10176,7.99,"2005-07-31 23:40:35","2006-02-15 22:12:33"
505,19,2,11508,8.99,"2005-08-16 23:27:36","2006-02-15 22:12:33"
506,19,1,11869,5.99,"2005-08-17 14:10:22","2006-02-15 22:12:33"
507,19,1,12211,9.99,"2005-08-18 02:31:18","2006-02-15 22:12:33"
508,19,2,12357,2.99,"2005-08-18 07:40:52","2006-02-15 22:12:33"
509,19,1,13718,8.99,"2005-08-20 09:53:44","2006-02-15 22:12:33"
510,19,2,13804,8.99,"2005-08-20 12:46:32","2006-02-15 22:12:33"
511,19,1,14101,4.99,"2005-08-21 00:33:03","2006-02-15 22:12:33"
512,19,1,15047,2.99,"2005-08-22 09:57:16","2006-02-15 22:12:33"
513,19,2,15529,0.99,"2005-08-23 03:46:47","2006-02-15 22:12:33"
514,20,2,202,2.99,"2005-05-26 07:27:36","2006-02-15 22:12:33"
515,20,2,497,6.99,"2005-05-28 00:54:39","2006-02-15 22:12:33"
516,20,2,546,1.99,"2005-05-28 07:16:25","2006-02-15 22:12:33"
517,20,2,1558,0.99,"2005-06-16 02:33:53","2006-02-15 22:12:33"
518,20,2,2136,3.99,"2005-06-17 21:16:41","2006-02-15 22:12:33"
519,20,2,2343,4.99,"2005-06-18 11:46:26","2006-02-15 22:12:33"
520,20,1,3350,4.99,"2005-06-21 11:21:38","2006-02-15 22:12:33"
521,20,2,4011,3.99,"2005-07-07 00:48:25","2006-02-15 22:12:33"
522,20,1,4407,2.99,"2005-07-07 21:39:45","2006-02-15 22:12:33"
523,20,1,5718,2.99,"2005-07-10 11:03:20","2006-02-15 22:12:33"
524,20,1,6254,2.99,"2005-07-11 15:10:18","2006-02-15 22:12:33"
525,20,2,6267,6.99,"2005-07-11 15:53:00","2006-02-15 22:12:33"
526,20,2,7217,4.99,"2005-07-27 09:31:44","2006-02-15 22:12:33"
527,20,2,7864,5.99,"2005-07-28 10:06:10","2006-02-15 22:12:33"
528,20,2,8127,2.99,"2005-07-28 19:45:19","2006-02-15 22:12:33"
529,20,2,9075,4.99,"2005-07-30 07:55:14","2006-02-15 22:12:33"
530,20,2,9468,3.99,"2005-07-30 22:53:52","2006-02-15 22:12:33"
531,20,2,10284,4.99,"2005-08-01 03:33:19","2006-02-15 22:12:33"
532,20,1,10616,7.99,"2005-08-01 14:59:50","2006-02-15 22:12:33"
533,20,1,10954,1.99,"2005-08-02 03:30:24","2006-02-15 22:12:33"
534,20,1,11821,0.99,"2005-08-17 12:27:55","2006-02-15 22:12:33"
535,20,1,12180,0.99,"2005-08-18 01:28:15","2006-02-15 22:12:33"
536,20,2,13036,4.99,"2005-08-19 08:48:37","2006-02-15 22:12:33"
537,20,1,13137,4.99,"2005-08-19 12:26:32","2006-02-15 22:12:33"
538,20,2,13317,2.99,"2005-08-19 19:25:42","2006-02-15 22:12:33"
539,20,2,14613,2.99,"2005-08-21 18:03:20","2006-02-15 22:12:33"
540,20,2,15057,6.99,"2005-08-22 10:19:58","2006-02-15 22:12:33"
541,20,1,15161,1.99,"2005-08-22 14:37:22","2006-02-15 22:12:33"
542,20,2,15248,0.99,"2005-08-22 17:53:06","2006-02-15 22:12:33"
543,20,1,15460,2.99,"2005-08-23 01:10:42","2006-02-15 22:12:33"
544,21,1,260,3.99,"2005-05-26 15:42:20","2006-02-15 22:12:33"
545,21,2,463,3.99,"2005-05-27 20:11:47","2006-02-15 22:12:33"
546,21,1,570,0.99,"2005-05-28 10:15:04","2006-02-15 22:12:33"
547,21,2,2235,7.99,"2005-06-18 04:08:50","2006-02-15 22:12:33"
548,21,1,2268,4.99,"2005-06-18 06:13:41","2006-02-15 22:12:33"
549,21,1,2393,2.99,"2005-06-18 15:37:55","2006-02-15 22:12:33"
550,21,2,2830,4.99,"2005-06-19 21:14:33","2006-02-15 22:12:33"
551,21,1,3212,10.99,"2005-06-21 01:04:35","2006-02-15 22:12:33"
552,21,2,5107,4.99,"2005-07-09 06:42:32","2006-02-15 22:12:33"
553,21,1,5772,3.99,"2005-07-10 13:27:40","2006-02-15 22:12:33"
554,21,1,5961,2.99,"2005-07-10 23:43:23","2006-02-15 22:12:33"
555,21,2,6943,1.99,"2005-07-26 23:28:13","2006-02-15 22:12:33"
556,21,1,7994,0.99,"2005-07-28 14:56:54","2006-02-15 22:12:33"
557,21,2,8196,6.99,"2005-07-28 22:56:11","2006-02-15 22:12:33"
558,21,2,8862,2.99,"2005-07-29 23:49:23","2006-02-15 22:12:33"
559,21,2,9149,0.99,"2005-07-30 10:45:12","2006-02-15 22:12:33"
560,21,1,9699,5.99,"2005-07-31 07:29:25","2006-02-15 22:12:33"
561,21,2,10570,4.99,"2005-08-01 13:23:06","2006-02-15 22:12:33"
562,21,1,10734,0.99,"2005-08-01 19:28:47","2006-02-15 22:12:33"
563,21,2,11072,0.99,"2005-08-02 07:10:57","2006-02-15 22:12:33"
564,21,2,11970,0.99,"2005-08-17 17:53:09","2006-02-15 22:12:33"
565,21,2,12131,2.99,"2005-08-17 23:34:16","2006-02-15 22:12:33"
566,21,2,12660,4.99,"2005-08-18 19:07:23","2006-02-15 22:12:33"
567,21,1,12774,6.99,"2005-08-18 23:34:22","2006-02-15 22:12:33"
568,21,1,13381,2.99,"2005-08-19 21:37:57","2006-02-15 22:12:33"
569,21,2,13399,4.99,"2005-08-19 22:09:28","2006-02-15 22:12:33"
570,21,1,13411,4.99,"2005-08-19 22:43:38","2006-02-15 22:12:33"
571,21,1,13463,8.99,"2005-08-20 00:50:54","2006-02-15 22:12:33"
572,21,1,13699,9.99,"2005-08-20 09:26:14","2006-02-15 22:12:33"
573,21,1,13740,4.99,"2005-08-20 10:48:43","2006-02-15 22:12:33"
574,21,2,14077,8.99,"2005-08-20 23:24:07","2006-02-15 22:12:33"
575,21,2,14161,2.99,"2005-08-21 02:51:59","2006-02-15 22:12:33"
576,21,2,14446,2.99,"2005-08-21 12:10:41","2006-02-15 22:12:33"
577,21,1,14869,4.99,"2005-08-22 03:20:26","2006-02-15 22:12:33"
578,21,1,14933,2.99,"2006-02-14 15:16:03","2006-02-15 22:12:33"
579,22,1,370,4.99,"2005-05-27 07:49:43","2006-02-15 22:12:33"
580,22,1,556,4.99,"2005-05-28 08:31:36","2006-02-15 22:12:33"
581,22,2,820,8.99,"2005-05-29 21:07:22","2006-02-15 22:12:33"
582,22,1,3419,2.99,"2005-06-21 17:18:01","2006-02-15 22:12:33"
583,22,2,4215,2.99,"2005-07-07 12:00:52","2006-02-15 22:12:33"
584,22,1,5294,6.99,"2005-07-09 15:23:42","2006-02-15 22:12:33"
585,22,1,5815,2.99,"2005-07-10 15:48:19","2006-02-15 22:12:33"
586,22,1,7087,4.99,"2005-07-27 04:42:08","2006-02-15 22:12:33"
587,22,1,7705,7.99,"2005-07-28 04:02:58","2006-02-15 22:12:33"
588,22,2,9410,0.99,"2005-07-30 20:38:05","2006-02-15 22:12:33"
589,22,1,9580,4.99,"2005-07-31 03:01:11","2006-02-15 22:12:33"
590,22,1,12023,5.99,"2005-08-17 19:54:54","2006-02-15 22:12:33"
591,22,1,12124,2.99,"2005-08-17 23:22:46","2006-02-15 22:12:33"
592,22,2,12809,0.99,"2005-08-19 00:42:24","2006-02-15 22:12:33"
593,22,2,13060,9.99,"2005-08-19 09:43:25","2006-02-15 22:12:33"
594,22,1,14056,2.99,"2005-08-20 22:18:53","2006-02-15 22:12:33"
595,22,1,14564,6.99,"2005-08-21 16:24:43","2006-02-15 22:12:33"
596,22,1,15134,7.99,"2005-08-22 13:18:25","2006-02-15 22:12:33"
597,22,1,15589,6.99,"2005-08-23 06:03:31","2006-02-15 22:12:33"
598,22,1,15658,4.99,"2005-08-23 08:48:43","2006-02-15 22:12:33"
599,22,1,15793,4.99,"2005-08-23 14:06:19","2006-02-15 22:12:33"
600,22,1,12222,4.99,"2006-02-14 15:16:03","2006-02-15 22:12:33"
601,23,1,129,8.99,"2005-05-25 21:20:03","2006-02-15 22:12:33"
602,23,1,654,2.99,"2005-05-28 20:15:30","2006-02-15 22:12:33"
603,23,2,1090,0.99,"2005-05-31 12:03:44","2006-02-15 22:12:33"
604,23,1,2753,1.99,"2005-06-19 16:44:35","2006-02-15 22:12:33"
605,23,1,2827,0.99,"2005-06-19 20:50:01","2006-02-15 22:12:33"
606,23,1,3015,5.99,"2005-06-20 10:48:56","2006-02-15 22:12:33"
607,23,1,3055,4.99,"2005-06-20 13:19:58","2006-02-15 22:12:33"
608,23,1,3461,2.99,"2005-06-21 21:49:18","2006-02-15 22:12:34"
609,23,2,3736,3.99,"2005-07-06 11:43:44","2006-02-15 22:12:34"
610,23,2,3781,2.99,"2005-07-06 13:53:41","2006-02-15 22:12:34"
611,23,2,4853,2.99,"2005-07-08 18:43:18","2006-02-15 22:12:34"
612,23,1,6213,2.99,"2005-07-11 12:43:07","2006-02-15 22:12:34"
613,23,1,6238,2.99,"2005-07-11 14:20:18","2006-02-15 22:12:34"
614,23,2,6917,5.99,"2005-07-12 22:30:15","2006-02-15 22:12:34"
615,23,1,7155,7.99,"2005-07-27 07:18:46","2006-02-15 22:12:34"
616,23,1,8015,2.99,"2005-07-28 15:33:03","2006-02-15 22:12:34"
617,23,2,8718,0.99,"2005-07-29 17:41:14","2006-02-15 22:12:34"
618,23,2,9209,5.99,"2005-07-30 12:55:36","2006-02-15 22:12:34"
619,23,2,9255,9.99,"2005-07-30 14:26:46","2006-02-15 22:12:34"
620,23,2,9718,3.99,"2005-07-31 08:25:03","2006-02-15 22:12:34"
621,23,1,10132,6.99,"2005-07-31 21:50:24","2006-02-15 22:12:34"
622,23,1,10898,2.99,"2005-08-02 01:29:57","2006-02-15 22:12:34"
623,23,2,11501,2.99,"2005-08-16 23:04:53","2006-02-15 22:12:34"
624,23,2,13290,2.99,"2005-08-19 18:31:50","2006-02-15 22:12:34"
625,23,2,13331,4.99,"2005-08-19 20:00:25","2006-02-15 22:12:34"
626,23,2,13429,6.99,"2005-08-19 23:25:37","2006-02-15 22:12:34"
627,23,2,13511,0.99,"2005-08-20 02:21:40","2006-02-15 22:12:34"
628,23,2,13557,0.99,"2005-08-20 04:12:41","2006-02-15 22:12:34"
629,23,2,14482,2.99,"2005-08-21 13:42:45","2006-02-15 22:12:34"
630,23,2,15532,2.99,"2006-02-14 15:16:03","2006-02-15 22:12:34"
631,24,2,1007,6.99,"2005-05-31 01:02:28","2006-02-15 22:12:34"
632,24,2,1077,2.99,"2005-05-31 10:22:54","2006-02-15 22:12:34"
633,24,1,1716,2.99,"2005-06-16 14:39:31","2006-02-15 22:12:34"
634,24,1,2070,2.99,"2005-06-17 16:27:51","2006-02-15 22:12:34"
635,24,2,2116,4.99,"2005-06-17 20:16:12","2006-02-15 22:12:34"
636,24,1,2451,5.99,"2005-06-18 19:28:02","2006-02-15 22:12:34"
637,24,2,2963,7.99,"2005-06-20 07:33:09","2006-02-15 22:12:34"
638,24,2,3649,7.99,"2005-07-06 07:32:42","2006-02-15 22:12:34"
639,24,2,4378,2.99,"2005-07-07 20:29:08","2006-02-15 22:12:34"
640,24,1,5310,0.99,"2005-07-09 16:00:34","2006-02-15 22:12:34"
641,24,2,5648,0.99,"2005-07-10 07:09:21","2006-02-15 22:12:34"
642,24,1,6855,4.99,"2005-07-12 19:46:29","2006-02-15 22:12:34"
643,24,1,7266,1.99,"2005-07-27 11:22:17","2006-02-15 22:12:34"
644,24,1,8947,4.99,"2005-07-30 03:15:37","2006-02-15 22:12:34"
645,24,1,9723,0.99,"2005-07-31 08:31:18","2006-02-15 22:12:34"
646,24,2,9925,0.99,"2005-07-31 15:08:47","2006-02-15 22:12:34"
647,24,2,10491,2.99,"2005-08-01 10:38:27","2006-02-15 22:12:34"
648,24,1,11209,2.99,"2005-08-02 12:09:45","2006-02-15 22:12:34"
649,24,2,11546,2.99,"2005-08-17 00:57:36","2006-02-15 22:12:34"
650,24,2,12165,8.99,"2005-08-18 00:53:37","2006-02-15 22:12:34"
651,24,1,12745,2.99,"2005-08-18 22:22:45","2006-02-15 22:12:34"
652,24,1,12999,1.99,"2005-08-19 07:34:53","2006-02-15 22:12:34"
653,24,2,13058,4.99,"2005-08-19 09:40:53","2006-02-15 22:12:34"
654,24,1,13247,0.99,"2005-08-19 16:45:59","2006-02-15 22:12:34"
655,24,2,15357,4.99,"2005-08-22 21:28:59","2006-02-15 22:12:34"
656,25,1,90,7.99,"2005-05-25 14:31:25","2006-02-15 22:12:34"
657,25,2,1033,2.99,"2005-05-31 04:50:07","2006-02-15 22:12:34"
658,25,1,1338,4.99,"2005-06-15 12:17:34","2006-02-15 22:12:34"
659,25,1,1365,2.99,"2005-06-15 14:09:55","2006-02-15 22:12:34"
660,25,2,1754,6.99,"2005-06-16 17:13:23","2006-02-15 22:12:34"
661,25,2,2625,8.99,"2005-06-19 08:23:11","2006-02-15 22:12:34"
662,25,1,2901,4.99,"2005-06-20 02:41:28","2006-02-15 22:12:34"
663,25,1,3447,4.99,"2005-06-21 20:53:31","2006-02-15 22:12:34"
664,25,1,4282,2.99,"2005-07-07 15:26:31","2006-02-15 22:12:34"
665,25,1,4319,0.99,"2005-07-07 17:50:27","2006-02-15 22:12:34"
666,25,2,4404,2.99,"2005-07-07 21:31:53","2006-02-15 22:12:34"
667,25,1,5881,2.99,"2005-07-10 19:19:43","2006-02-15 22:12:34"
668,25,1,6653,4.99,"2005-07-12 11:06:17","2006-02-15 22:12:34"
669,25,2,6905,2.99,"2005-07-12 22:02:18","2006-02-15 22:12:34"
670,25,2,8667,2.99,"2005-07-29 15:40:57","2006-02-15 22:12:34"
671,25,2,8878,0.99,"2005-07-30 00:15:57","2006-02-15 22:12:34"
672,25,1,9140,8.99,"2005-07-30 10:12:01","2006-02-15 22:12:34"
673,25,2,9334,2.99,"2005-07-30 17:56:38","2006-02-15 22:12:34"
674,25,2,9922,2.99,"2005-07-31 14:59:37","2006-02-15 22:12:34"
675,25,2,10103,2.99,"2005-07-31 20:49:13","2006-02-15 22:12:34"
676,25,1,10324,5.99,"2005-08-01 04:49:06","2006-02-15 22:12:34"
677,25,2,10860,2.99,"2005-08-02 00:12:32","2006-02-15 22:12:34"
678,25,1,10916,2.99,"2005-08-02 02:05:59","2006-02-15 22:12:34"
679,25,1,11642,0.99,"2005-08-17 04:48:05","2006-02-15 22:12:34"
680,25,1,12922,0.99,"2005-08-19 04:48:48","2006-02-15 22:12:34"
681,25,1,14193,4.99,"2005-08-21 03:38:27","2006-02-15 22:12:34"
