DATA_YEAR,ORI,PUB_AGENCY_NAME,PUB_AGENCY_UNIT,AGENCY_TYPE_NAME,STATE_ABBR,STATE_NAME,DIVISION_NAME,COUNTY_NAME,REGION_NAME,POPULATION_GROUP_CODE,POPULATION_GROUP_DESC,OFFENSE_SUBCAT_ID,OFFENSE_NAME,OFFENSE_SUBCAT_NAME,ACTUAL_COUNT,UNFOUNDED_COUNT,CLEARED_COUNT,JUVENILE_CLEARED_COUNT
2016,TXDPD0000,Dallas,,City,TX,Texas,West South Central,"COLLIN, DALLAS, DENTON, ROCKWALL",South,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1536,0,832,64
2016,TXDPD0000,Dallas,,City,TX,Texas,West South Central,"COLLIN, DALLAS, DENTON, ROCKWALL",South,1A,"Cities 1,000,000 or over",HTIS,Human Trafficking,Involuntary Servitude,64,0,0,0
2016,TXHPD0000,Houston,,City,TX,Texas,West South Central,"FORT BEND, HARRIS, MONTGOMERY",South,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,1600,0,576,64
2016,TXHPD0000,Houston,,City,TX,Texas,West South Central,"FORT BEND, HARRIS, MONTGOMERY",South,1A,"Cities 1,000,000 or over",HTIS,Human Trafficking,Involuntary Servitude,2432,0,64,0
2016,TXSPD0000,San Antonio,,City,TX,Texas,West South Central,"BEXAR, MEDINA",South,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,768,0,256,0
2016,TXSPD0000,San Antonio,,City,TX,Texas,West South Central,"BEXAR, MEDINA",South,1A,"Cities 1,000,000 or over",HTIS,Human Trafficking,Involuntary Servitude,384,0,0,0
2016,VT0040500,Colchester,,City,VT,Vermont,New England,CHITTENDEN,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,114,0,0,0
2016,WA0030200,Richland,,City,WA,Washington,Pacific,BENTON,West,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2016,WA0030300,Prosser,,City,WA,Washington,Pacific,BENTON,West,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2016,WA0040400,Wenatchee,,City,WA,Washington,Pacific,CHELAN,West,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2016,WA0170700,Kent,,City,WA,Washington,Pacific,KING,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,576,0,192,0
2016,WA0170700,Kent,,City,WA,Washington,Pacific,KING,West,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,64,0,64,0
2016,WA0173600,Federal Way,,City,WA,Washington,Pacific,KING,West,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,32,0,0,0
2016,WA0180000,Kitsap,,County,WA,Washington,Pacific,KITSAP,West,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,64,0
2016,WI0111000,Lodi,,City,WI,Wisconsin,East North Central,COLUMBIA,Midwest,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,40,0,40,0
2016,WI0411000,Oak Creek,,City,WI,Wisconsin,East North Central,MILWAUKEE,Midwest,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,0,64,64
2016,WI0411600,West Allis,,City,WI,Wisconsin,East North Central,MILWAUKEE,Midwest,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,0,0,0
2016,WIMPD0000,Milwaukee,,City,WI,Wisconsin,East North Central,MILWAUKEE,Midwest,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,1920,0,320,0
2016,WY0010100,Laramie,,City,WY,Wyoming,Mountain,ALBANY,West,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2016,WY0010100,Laramie,,City,WY,Wyoming,Mountain,ALBANY,West,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,64,0,64,0
2016,WY0040000,Carbon,,County,WY,Wyoming,Mountain,CARBON,West,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,128,0,128,0
2016,WY0110100,Cheyenne,,City,WY,Wyoming,Mountain,LARAMIE,West,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,0,0,0
2017,AK0010100,Anchorage,,City,AK,Alaska,Pacific,ANCHORAGE,West,1C,"Cities from 250,000 thru 499,999",HTIS,Human Trafficking,Involuntary Servitude,64,0,0,0
2017,AKAST0100,Alaska State Troopers,,State Police,AK,Alaska,Pacific,NOT SPECIFIED,West,8A,"Non-MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,20,10,0,0
2017,AZ0070500,Chandler,,City,AZ,Arizona,Mountain,MARICOPA,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,320,0,64,0
2017,AZ0071700,Mesa,,City,AZ,Arizona,Mountain,MARICOPA,West,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,1344,0,256,0
2017,AZ0072300,Phoenix,,City,AZ,Arizona,Mountain,MARICOPA,West,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,3968,128,1856,192
2017,AZ0072500,Scottsdale,,City,AZ,Arizona,Mountain,MARICOPA,West,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,AZ0072900,Tempe,,City,AZ,Arizona,Mountain,MARICOPA,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,0,128,0
2017,AZ0110000,Pinal,,County,AZ,Arizona,Mountain,PINAL,West,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,448,64,256,0
2017,AZCCHPX00,Arizona Department of Public Safety,,State Police,AZ,Arizona,Mountain,NOT SPECIFIED,West,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,45,0,45,0
2017,CO0010100,Aurora,,City,CO,Colorado,Mountain,"ADAMS, ARAPAHOE, DOUGLAS",West,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,384,,256,0
2017,CO0010400,Thornton,,City,CO,Colorado,Mountain,ADAMS,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,768,,640,0
2017,CO0010400,Thornton,,City,CO,Colorado,Mountain,ADAMS,West,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,64,,64,0
2017,CO0030000,Arapahoe,,County,CO,Colorado,Mountain,ARAPAHOE,West,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,CO0030000,Arapahoe,,County,CO,Colorado,Mountain,ARAPAHOE,West,9B,"MSA counties from 25,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,,0,0
2017,CO0031100,Centennial,,City,CO,Colorado,Mountain,ARAPAHOE,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,22,,0,0
2017,CO0180000,Douglas,,County,CO,Colorado,Mountain,DOUGLAS,West,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,64,,0,0
2017,CO0210100,Colorado Springs,,City,CO,Colorado,Mountain,EL PASO,West,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,768,,64,0
2017,CO0210100,Colorado Springs,,City,CO,Colorado,Mountain,EL PASO,West,1C,"Cities from 250,000 thru 499,999",HTIS,Human Trafficking,Involuntary Servitude,128,,0,0
2017,CO0300000,Jefferson,,County,CO,Colorado,Mountain,JEFFERSON,West,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,192,,192,0
2017,CO0300100,Arvada,,City,CO,Colorado,Mountain,"ADAMS, JEFFERSON",West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,,0,0
2017,CO0300400,Lakewood,,City,CO,Colorado,Mountain,JEFFERSON,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,108,,0,0
2017,CO0300400,Lakewood,,City,CO,Colorado,Mountain,JEFFERSON,West,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,54,,0,0
2017,CO0350000,Larimer,,County,CO,Colorado,Mountain,LARIMER,West,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,64,0
2017,CO0390100,Grand Junction,,City,CO,Colorado,Mountain,MESA,West,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,,0,0
2017,COCSP0000,State Patrol,,State Police,CO,Colorado,Mountain,NOT SPECIFIED,West,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,104,,104,0
2017,CODPD0000,Denver,,City,CO,Colorado,Mountain,DENVER,West,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,640,,0,0
2017,CODPD0000,Denver,,City,CO,Colorado,Mountain,DENVER,West,1B,"Cities from 500,000 thru 999,999",HTIS,Human Trafficking,Involuntary Servitude,128,,0,0
2017,CT0003400,Danbury,,City,CT,Connecticut,New England,FAIRFIELD,Northeast,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,256,0
2017,CT0009300,New Haven,,City,CT,Connecticut,New England,NEW HAVEN,Northeast,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,CT0009400,Newington,,City,CT,Connecticut,New England,HARTFORD,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,,0,0
2017,CT0011900,Rocky Hill,,City,CT,Connecticut,New England,HARTFORD,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,CT0013200,South Windsor,,City,CT,Connecticut,New England,HARTFORD,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,CTCSP0000,Connecticut State Police,,State Police,CT,Connecticut,New England,UNMAPPED COUNTY,Northeast,8A,"Non-MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,128,,0,0
2017,CTCSP0000,Connecticut State Police,,State Police,CT,Connecticut,New England,UNMAPPED COUNTY,Northeast,8A,"Non-MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,64,,64,0
2017,DE301SP00,State Police:,Kent County,State Police,DE,Delaware,South Atlantic,KENT,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,240,,300,0
2017,DE303SP00,State Police:,Sussex County,State Police,DE,Delaware,South Atlantic,SUSSEX,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,60,,60,0
2017,HI0020000,Honolulu,,City,HI,Hawaii,Pacific,HONOLULU,West,1B,"Cities from 500,000 thru 999,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,0,64,0
2017,ID0010100,Boise,,City,ID,Idaho,Mountain,ADA,West,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,192,,64,0
2017,IL0165900,Lansing,,City,IL,Illinois,East North Central,COOK,Midwest,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,IL0165900,Lansing,,City,IL,Illinois,East North Central,COOK,Midwest,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,128,0,0,0
2017,IL0320400,Morris,,City,IL,Illinois,East North Central,GRUNDY,Midwest,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,IL0440100,Vienna,,City,IL,Illinois,East North Central,JOHNSON,Midwest,7,"Cities under 2,500",HTCSA,Human Trafficking,Commercial Sex Acts,47,0,0,0
2017,IL0450100,Aurora,,City,IL,Illinois,East North Central,"DUPAGE, KANE, KENDALL, WILL",Midwest,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,256,0,0,0
2017,IL0460000,Kankakee,,County,IL,Illinois,East North Central,KANKAKEE,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,IL0570200,Normal,,City,IL,Illinois,East North Central,MCLEAN,Midwest,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,IL0600000,Madison,,County,IL,Illinois,East North Central,MADISON,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,0,0,0
2017,IL0790000,Randolph,,County,IL,Illinois,East North Central,RANDOLPH,Midwest,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,IL0840200,Springfield,,City,IL,Illinois,East North Central,SANGAMON,Midwest,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,0,0,0
2017,IL0849700,Illinois State Police,,State Police,IL,Illinois,East North Central,NOT SPECIFIED,Midwest,8D,"Non-MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,52,0,0,0
2017,IL0849700,Illinois State Police,,State Police,IL,Illinois,East North Central,NOT SPECIFIED,Midwest,8D,"Non-MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,52,0,0,0
2017,IL0990700,Joliet,,City,IL,Illinois,East North Central,"KENDALL, WILL",Midwest,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,IL0991300,Romeoville,,City,IL,Illinois,East North Central,WILL,Midwest,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,IL1010000,Winnebago,,County,IL,Illinois,East North Central,WINNEBAGO,Midwest,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,0,0,0
2017,IL1010400,Rockford,,City,IL,Illinois,East North Central,"OGLE, WINNEBAGO",Midwest,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,64,,64,0
2017,ILCPD0000,Chicago,,City,IL,Illinois,East North Central,COOK,Midwest,1A,"Cities 1,000,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,704,0,0,0
2017,IN0530100,Bloomington,,City,IN,Indiana,East North Central,MONROE,Midwest,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,64,0,0
2017,IN0790100,Lafayette,,City,IN,Indiana,East North Central,TIPPECANOE,Midwest,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,IN0790100,Lafayette,,City,IN,Indiana,East North Central,TIPPECANOE,Midwest,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,0,0,0
2017,KS0890100,Topeka,,City,KS,Kansas,West North Central,SHAWNEE,Midwest,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,192,0,128,0
2017,KY0190200,Campbell County Police Department,,County,KY,Kentucky,East South Central,CAMPBELL,South,9C,"MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,,64,0
2017,KY0190200,Campbell County Police Department,,County,KY,Kentucky,East South Central,CAMPBELL,South,9C,"MSA counties from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,0,,960,0
2017,KY0240500,Oak Grove,,City,KY,Kentucky,East South Central,CHRISTIAN,South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,48,,0,0
2017,KY0340200,Lexington,,City,KY,Kentucky,East South Central,FAYETTE,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,,64,0
2017,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,1280,,640,0
2017,KY0370000,Franklin,,County,KY,Kentucky,East South Central,FRANKLIN,South,8C,"Non-MSA counties from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,896,,0,0
2017,KY037015A,Attorney General,,Other State Agency,KY,Kentucky,East South Central,FRANKLIN,South,7,"Cities under 2,500",HTCSA,Human Trafficking,Commercial Sex Acts,54,,0,0
2017,KY037015A,Attorney General,,Other State Agency,KY,Kentucky,East South Central,FRANKLIN,South,7,"Cities under 2,500",HTIS,Human Trafficking,Involuntary Servitude,135,,0,0
2017,KY0570100,Nicholasville,,City,KY,Kentucky,East South Central,JESSAMINE,South,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,640,,0,0
2017,KY1140000,Warren,,County,KY,Kentucky,East South Central,WARREN,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,KY1140100,Bowling Green,,City,KY,Kentucky,East South Central,WARREN,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,,0,0
2017,KY1140100,Bowling Green,,City,KY,Kentucky,East South Central,WARREN,South,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,,0,0
2017,KY1180100,Corbin,,City,KY,Kentucky,East South Central,"KNOX, WHITLEY",South,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,KYKSP0100,State Police:,Mayfield,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTIS,Human Trafficking,Involuntary Servitude,15,,0,0
2017,KYKSP0400,State Police:,Elizabethtown,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTIS,Human Trafficking,Involuntary Servitude,15,,0,0
2017,KYKSP0500,State Police:,Campbellsburg,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTIS,Human Trafficking,Involuntary Servitude,15,,15,0
2017,KYKSP1000,State Police:,Harlan,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTIS,Human Trafficking,Involuntary Servitude,30,,0,0
2017,KYKSP1200,State Police:,Frankfort,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTCSA,Human Trafficking,Commercial Sex Acts,30,,0,0
2017,KYKSP1300,State Police:,Hazard,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTIS,Human Trafficking,Involuntary Servitude,15,,15,0
2017,KYKSP1400,State Police:,Ashland,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTCSA,Human Trafficking,Commercial Sex Acts,15,,0,0
2017,KYKSP1500,State Police:,Columbia,State Police,KY,Kentucky,East South Central,NOT SPECIFIED,South,8E,Non-MSA State Police,HTCSA,Human Trafficking,Commercial Sex Acts,30,,30,0
2017,LA0090100,Shreveport,,City,LA,Louisiana,West South Central,"BOSSIER, CADDO",South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,256,0,256,0
2017,LA0090100,Shreveport,,City,LA,Louisiana,West South Central,"BOSSIER, CADDO",South,2,"Cities from 100,000 thru 249,999",HTIS,Human Trafficking,Involuntary Servitude,64,0,64,0
2017,LA0170200,Baton Rouge,,City,LA,Louisiana,West South Central,EAST BATON ROUGE,South,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,64,0
2017,LA0260000,Jefferson,,County,LA,Louisiana,West South Central,JEFFERSON,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,3264,0,2560,0
2017,LA0280000,Lafayette,,County,LA,Louisiana,West South Central,LAFAYETTE,South,9B,"MSA counties from 25,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,0,0,0
2017,LA0520000,St. Tammany,,County,LA,Louisiana,West South Central,ST TAMMANY,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,64,0,64,0
2017,LANPD0000,New Orleans,,City,LA,Louisiana,West South Central,ORLEANS,South,1C,"Cities from 250,000 thru 499,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,0,128,0
2017,MA0010700,Falmouth,,City,MA,Massachusetts,New England,BARNSTABLE,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,,0,0
2017,MA0011500,Yarmouth,,City,MA,Massachusetts,New England,BARNSTABLE,Northeast,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,124,,0,0
2017,MA0030100,Acushnet,,City,MA,Massachusetts,New England,BRISTOL,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,MA0030700,Fairhaven,,City,MA,Massachusetts,New England,BRISTOL,Northeast,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,192,,0,0
2017,MA0031100,New Bedford,,City,MA,Massachusetts,New England,BRISTOL,Northeast,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,64,0
2017,MA0031100,New Bedford,,City,MA,Massachusetts,New England,BRISTOL,Northeast,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,,64,0
2017,MA0070100,Agawam,,City,MA,Massachusetts,New England,HAMPDEN,Northeast,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,64,,0,0
2017,MA0071300,Monson,,City,MA,Massachusetts,New England,HAMPDEN,Northeast,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,64,0
2017,MA0072100,West Springfield,,City,MA,Massachusetts,New England,HAMPDEN,Northeast,4,"Cities from 25,000 thru 49,999",HTIS,Human Trafficking,Involuntary Servitude,64,,0,0
2017,MA0110900,Foxborough,,City,MA,Massachusetts,New England,NORFOLK,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,MA0120300,Brockton,,City,MA,Massachusetts,New England,PLYMOUTH,Northeast,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,,128,0
2017,MA0120300,Brockton,,City,MA,Massachusetts,New England,PLYMOUTH,Northeast,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,,0,0
2017,MA0122000,Plymouth,,City,MA,Massachusetts,New England,PLYMOUTH,Northeast,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,MA0130400,Revere,,City,MA,Massachusetts,New England,SUFFOLK,Northeast,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,MA0130400,Revere,,City,MA,Massachusetts,New England,SUFFOLK,Northeast,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,64,,0,0
2017,MA0141500,Fitchburg,,City,MA,Massachusetts,New England,WORCESTER,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,64,0
2017,MA0141800,Hardwick,,City,MA,Massachusetts,New England,WORCESTER,Northeast,6,"Cities from 2,500 thru 9,999",HTCSA,Human Trafficking,Commercial Sex Acts,47,,0,0
2017,MA0142600,Lunenburg,,City,MA,Massachusetts,New England,WORCESTER,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,0,0
2017,MA0142800,Milford,,City,MA,Massachusetts,New England,WORCESTER,Northeast,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,64,,64,0
2017,MA0145700,Westborough,,City,MA,Massachusetts,New England,WORCESTER,Northeast,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,,128,0
2017,MA0146000,Worcester,,City,MA,Massachusetts,New England,WORCESTER,Northeast,2,"Cities from 100,000 thru 249,999",HTCSA,Human Trafficking,Commercial Sex Acts,128,,64,0
2017,MA311SP00,State Police:,Norfolk County,State Police,MA,Massachusetts,New England,NORFOLK,Northeast,9D,"MSA counties under 10,000",HTCSA,Human Trafficking,Commercial Sex Acts,60,0,60,0
2017,MA311SP00,State Police:,Norfolk County,State Police,MA,Massachusetts,New England,NORFOLK,Northeast,9D,"MSA counties under 10,000",HTIS,Human Trafficking,Involuntary Servitude,60,0,60,0
2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,ANNE ARUNDEL,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,0,768,0,0
2017,MD0020200,Anne Arundel County Police Department,,County,MD,Maryland,South Atlantic,ANNE ARUNDEL,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,0,0,768,768
2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,BALTIMORE,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,0,960,0,0
2017,MD0030100,Baltimore County Police Department,,County,MD,Maryland,South Atlantic,BALTIMORE,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,0,0,960,960
2017,MD0110300,Frederick,,City,MD,Maryland,South Atlantic,FREDERICK,South,3,"Cities from 50,000 thru 99,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,256,0,0
2017,MD0110300,Frederick,,City,MD,Maryland,South Atlantic,FREDERICK,South,3,"Cities from 50,000 thru 99,999",HTIS,Human Trafficking,Involuntary Servitude,0,0,320,320
2017,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,HOWARD,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,0,1088,0,0
2017,MD0140100,Howard County Police Department,,County,MD,Maryland,South Atlantic,HOWARD,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,0,0,1088,1088
2017,MD0160600,Takoma Park,,City,MD,Maryland,South Atlantic,MONTGOMERY,South,5,"Cities from 10,000 thru 24,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,64,0,0
2017,MD0160600,Takoma Park,,City,MD,Maryland,South Atlantic,MONTGOMERY,South,5,"Cities from 10,000 thru 24,999",HTIS,Human Trafficking,Involuntary Servitude,0,0,64,64
2017,MD0172100,Prince George's County Police Department,,County,MD,Maryland,South Atlantic,PRINCE GEORGE'S,South,9A,"MSA counties 100,000 or over",HTCSA,Human Trafficking,Commercial Sex Acts,0,768,0,0
2017,MD0172100,Prince George's County Police Department,,County,MD,Maryland,South Atlantic,PRINCE GEORGE'S,South,9A,"MSA counties 100,000 or over",HTIS,Human Trafficking,Involuntary Servitude,0,0,832,832
2017,MD0230300,Salisbury,,City,MD,Maryland,South Atlantic,WICOMICO,South,4,"Cities from 25,000 thru 49,999",HTCSA,Human Trafficking,Commercial Sex Acts,0,64,0,0
